smi,h,f,spe,zpe,u
C=C(CCO)NC,-326.78551776297,-326.82693576297004,-326.95475676297,-326.79464676297005,-326.78646176297
O=C=CC1CN1N=O,-414.37769806911,-414.41936006911004,-414.46664806911,-414.38628706911004,-414.37864206911
CNC(=N)CC(=CC(C)O)ONC=N,-683.29787525704,-683.35780425704,-683.56790925704,-683.31445625704,-683.29881925704
C=C(OC1=CC=NO1)C(COC)=C(C)N,-724.0134473432701,-724.07326334327,-724.26435334327,-724.02984034327,-724.0143913432701
CC(=O)CN(C)C(O)=CON=C(C)C,-687.1321647173199,-687.19553171732,-687.39853571732,-687.14970271732,-687.1331087173199
CNC(=N)COCN,-398.16135907872,-398.20663907872,-398.33704007872,-398.17191707872,-398.16230307872
CCC(=O)NC1=CC=CC=C1,-479.16625742512,-479.21508442512004,-479.36105342512,-479.17758342512,-479.16720142512
C=CC=C(N)C(=N)N,-359.85673664403004,-359.89944364403004,-360.00871264403,-359.86641364403005,-359.85768064403004
CC1(CC=N)NO1,-341.59098570546,-341.63162370546,-341.72311770546,-341.59947870546,-341.59192970546
CC(NO)C(=O)O,-398.66630681904,-398.70752481904003,-398.78729781904,-398.67513881904,-398.66725081904
CC(=O)NNCN,-358.91001385865,-358.95230285865,-359.05660185865,-358.91931185865,-358.91095785865
CN=CC=CN,-266.44852103751003,-266.48817303751,-266.57600603751,-266.45681503751,-266.44946503751004
C#CC(C)(N)ON=CC,-418.90711487807,-418.95416187807,-419.07304887807,-418.91870087806996,-418.90805887807
CC(C#N)C(=O)O,-360.41145633122,-360.45190233122,-360.50893433122,-360.41966233122,-360.41240033122
NC=NC(=O)O,-338.40567766969,-338.44173466969,-338.48639466969,-338.41234366969,-338.40662166969
CC=NONC(=C(N)N=N)C(C)CC(C)=NC,-795.9709017818101,-796.0392997818101,-796.30273278181,-795.99173178181,-795.9718457818101
CC(C)=NONC(N)NOC=NO,-697.07501756178,-697.13473156178,-697.30043656178,-697.09118056178,-697.07596156178
CC(=NC1CCCON1)C(O)=C(C)C=CC1=CC=NC=N1,-952.21725254436,-952.2884665443601,-952.57882454436,-952.23792154436,-952.21819754436
O=CCC1=CNN=C1,-378.56360148116,-378.60495148116,-378.68006148116,-378.57174348116,-378.56454548116
CN1C(=NNC=N)C1(O)NC1CCNNC1,-772.80161210792,-772.8656351079201,-773.09777610792,-772.81935810792,-772.80255610792
CNC(=O)N=C(C=O)C(C)CCC1=CC=NO1,-817.4726386547401,-817.53700265474,-817.74900265474,-817.49075165474,-817.47358365474
O=COC(=NOC1CCC1)OC1=NOC=C1,-833.92599386335,-833.9874268633499,-834.13460686335,-833.9414918633499,-833.92693786335
C=NOCN,-264.27860880034,-264.31416180034,-264.37579180034,-264.28531680033996,-264.27955280033996
NON1CCOCC1,-417.93849740602,-417.97869940602004,-418.10168140602,-417.94698140602003,-417.93944140602
COC(=O)CN(C)C=C(N)C(O)OC(N)=O,-853.70220460061,-853.7643276006099,-853.97244360061,-853.72017260061,-853.7031486006099
C=C(CC=O)C(=CC1=CN=CN=C1)CC1=NC=CN1,-835.45471779582,-835.5194747958201,-835.73360679582,-835.4724627958201,-835.45566279582
C=C(C)NN,-228.35618280676,-228.39213380676,-228.47786980676,-228.36328580676,-228.35712680676
CCC=NO,-248.22806851374,-248.26429651374002,-248.33579551374,-248.23512151374,-248.22901251374
CC(=O)N(C)CC(=O)C=CC(=N)N(C)C,-705.3881423893899,-705.45397238939,-705.67550638939,-705.4066133893899,-705.3890873893899
N=CNNC(N)=O,-373.80604667566,-373.84741667566,-373.91621667566,-373.81501767566,-373.80699067566
C=CCN(NN=C(C)C)OC1CCCNN1,-741.84327677151,-741.9079887715101,-742.18439577151,-741.8616617715101,-741.84422077151
CC(C)C1CC1C(O)O,-425.19408986147005,-425.24145886147,-425.40947286147,-425.20562086147004,-425.19503386147
CNC(=O)CC(=O)NC=O,-530.2194255720301,-530.26988557203,-530.37087857203,-530.23125757203,-530.22036957203
CC(=O)N(C)CN=NN(C(N)=O)C(C)=C(N)N,-848.13761213308,-848.20520413308,-848.43751613308,-848.15782613308,-848.13855613308
CCC(=O)CC(=CC(=O)O)OC(=N)N,-721.9981567935,-722.0578347935,-722.2201707935,-722.0140257935,-721.9991007934999
CC(=O)N(CCN)C(C)=O,-495.43712302230995,-495.48645302230995,-495.63605002231,-495.44934502230996,-495.43806702230995
O=CCC1=CC=NN=C1,-416.62432268999004,-416.66727668999005,-416.74585968999,-416.63303068999005,-416.62526668999004
CN=C(C)OCC(=O)CC(C)=NC(=O)OC(C)=O,-913.79979447643,-913.87179647643,-914.09000247643,-913.8210084764299,-913.80073847643
COCC(C)(COOC)C(N)=O,-630.84489158951,-630.9006535895101,-631.08862358951,-630.86014858951,-630.84583558951
C=NC(NC(N)(O)CC(C)=NC)C(=C)C,-686.65009429496,-686.71360529496,-686.97228629496,-686.66860029496,-686.65103929496
CC=NOC=CCCN=O,-494.06684776588,-494.11774976588003,-494.23860976588,-494.07906176588006,-494.06779176588003
CC#CNC1=CC=NO1,-416.55577850177,-416.59860850177,-416.67665750177,-416.56511150177005,-416.55672250177
CC(CNCN(C)C=N)=NO,-530.7668007301401,-530.81940673014,-530.99574273014,-530.78048173014,-530.7677457301401
C=CCN(NC(=O)NC(C)=O)OC(=O)NC=O,-906.6126342109,-906.6822062109,-906.8512282109,-906.6318402109,-906.6135782109
CN(C(=O)C(=O)CC1=NOC=C1)C(N)C1=CC=CN=N1,-963.7982843897299,-963.86676338973,-964.07068738973,-963.81740038973,-963.7992283897299
C=COC1=CC=CN=N1,-416.60929542544,-416.65144342544,-416.73036442544,-416.61798742544,-416.61023942544
COOC(C)(N)C=O,-437.85101314106004,-437.89576114106,-437.99878014106,-437.86154514106005,-437.85195714106004
C=C(CC)N(O)OC,-401.88543382534,-401.93010082534,-402.05739782534,-401.89590782534,-401.88637882534
CNCC(C)=O,-287.54006842860997,-287.58023142861,-287.67836542861,-287.54855742860997,-287.54101242861
C=C(C(=N)NC(C)=O)C(C)NN=O,-642.87746683539,-642.93380883539,-643.09297683539,-642.89243883539,-642.87841083539
CNC(=O)N=CC1C(=COO)N1O,-698.55054754714,-698.60594454714,-698.72792154714,-698.56531254714,-698.55149154714
CNC(=O)CC1=C=C=C(CC=N)O1,-608.29218884556,-608.34640684556,-608.48459184556,-608.30567184556,-608.29313284556
CC(=O)OC(=O)CC(=N)C#N,-567.0720551770399,-567.12488417704,-567.20383617704,-567.08450817704,-567.07299917704
C=CC(CN)(OC(=C)O)OC1=CC=NN=C1,-778.16090609579,-778.22085209579,-778.40581109579,-778.17745409579,-778.16185009579
C#CC(=O)C(C)(CON=C(C)C)OCNC=O,-838.4586398397701,-838.52543583977,-838.74290783977,-838.4785328397701,-838.4595838397701
CC(=O)NC(=O)N=CCC(=O)NN(C)C=O,-831.4555214575,-831.5181454575,-831.6897504575,-831.4731164575,-831.4564654575
CC(C=CN=N)C(=N)CNC1=NOC=C1,-699.0858800998,-699.1458890998,-699.3269070998,-699.1015210998,-699.0868240998
CC(CC(=N)C=COO)=NN=C=O,-661.49664614253,-661.55719314253,-661.67511414253,-661.51211914253,-661.49759014253
COC1CCNCN1,-382.10061178127,-382.14160778127,-382.29000178127,-382.10943178127,-382.10155578127
CC(=O)N(C)NC(C)(N)C(C)(O)OCN(C)C,-839.44218487528,-839.51072987528,-839.82343187528,-839.46324687528,-839.44312887528
C=C(C(=CNC)NC1=CC=NN1)N(O)O,-736.18182676612,-736.24086576612,-736.42218776612,-736.19805576612,-736.18277076612
C=NOCC(C)=O,-361.50217195412,-361.54417195412,-361.62062995412,-361.51109495412,-361.50311595411995
CC(=N)CC#N,-265.28960406245,-265.32793806244996,-265.39308806245,-265.29717606245,-265.29054806245
CC(O)(C=O)CN,-362.74539836433,-362.78662236433,-362.88944436433,-362.75457536433004,-362.74634236433
O=CN(C=O)C1NC(=O)N(C2CCNNC2)C(=O)C1=O,-1038.1124720421,-1038.1781930421,-1038.3866300421,-1038.1311740421,-1038.1134160421
CC(N)=NO,-264.30304754337,-264.33925554337,-264.40006254337,-264.31017154336996,-264.30399254337
C=C=C(C)C=CN,-288.44176529429,-288.48323329428996,-288.58584329429,-288.45103729428996,-288.44270929429
COC(C)N(O)C(C)C,-442.38301819168,-442.43257919168,-442.60880419168,-442.39555419168,-442.38396319168
C=NOCN(CCC)C(N)N,-531.94106661319,-531.99491861319,-532.19366761319,-531.95519261319,-531.94201061319
C=CC(C)=C(N)CN,-344.96987168877,-345.01497368877,-345.15746368877,-344.98059068877,-344.97081668877
C#CNN=O,-261.83873116683,-261.87258716683,-261.88614016683,-261.84491716683,-261.83967516683
CC(=O)OC(=O)CC=N,-474.86505887804,-474.91326887804,-474.99651287804,-474.87594387804,-474.86600287804
N#CCOC1COCOC1,-514.06381864024,-514.10971264024,-514.22795764024,-514.07402164024,-514.06476264024
N#CCC(=N)C=N,-319.40969980490996,-319.44914080491,-319.50794280491,-319.41764480490997,-319.41064380490997
CCC(O)C(N)=O,-362.78103065759,-362.82294965759,-362.92582265759,-362.79028265759,-362.78197465759
C=CC(=O)NN1CCCCO1,-533.39113843894,-533.43915843894,-533.59613543894,-533.40268243894,-533.39208243894
NCON,-226.2048839281,-226.2382829281,-226.2974899281,-226.21096092809998,-226.20582792809998
CN(C)CO,-249.44981213418998,-249.48624313419,-249.58255313419,-249.45711013419,-249.45075613419
CC(=O)OCN,-323.51601253421,-323.55528153421,-323.63169553421,-323.52394953421,-323.51695653421
C=C(N)C(NC(C)=O)C(C)(N)C=CC(=O)OC(C)=O,-933.17830615152,-933.2505741515199,-933.51280215152,-933.20038815152,-933.1792501515199
N#CNCC(=O)NC=O,-469.84497174792,-469.89085774792,-469.95506274792,-469.85513174792,-469.84591674792
C=NC(C)OC(=N)NC(=O)N(C)C,-644.11939466041,-644.17767866041,-644.35933466041,-644.13513166041,-644.12033866041
N=CNC(N)=NNN(C=O)C=O,-635.75540212602,-635.80928112602,-635.91904712602,-635.7687211260201,-635.75634612602
C=C(C)CC(N)C=N,-344.96827306604996,-345.01374106605,-345.15515406605,-344.97879406605,-344.96921706604996
CN(C=CNC=O)C(N)C(=N)NC1=CN=CN1,-809.8444423748,-809.9075813748,-810.1242393748,-809.8622003748001,-809.8453863748
C=C(CO)OCOC=O,-495.89438195035,-495.94072595035,-496.03832595035,-495.90488295035,-495.89532595035
C=NONC=O,-338.25156580632,-338.28892780632,-338.32845280632,-338.25876180632,-338.25250980632
C1=NN=CC(ONNNCC2=CN=CO2)=C1,-789.12799932737,-789.18502732737,-789.34018232737,-789.14268632737,-789.12894332737
C=CC=C,-155.81258058465,-155.84457158465,-155.90321358465,-155.81814658464998,-155.81352458465
CC(=C=N)C=C=N,-303.3031399261,-303.3439099261,-303.4107569261,-303.3118499261,-303.3040839261
ONCC1=NC=CN1,-395.77202536801,-395.81228936801,-395.90143936801,-395.78026736801,-395.77296936801
CN=C(C)CC=N,-305.70814616432,-305.75224716432,-305.86422216432,-305.71785816432,-305.70909016432
COCC(C)=C(C)C(=O)CNC(C)=O,-671.1458753283799,-671.21065832838,-671.42589532838,-671.1638453283799,-671.1468203283799
CC(=O)N(CO)C(C)=O,-476.0685548187,-476.1145268187,-476.2250508187,-476.07919981870003,-476.0694988187
C,-40.43872101213,-40.46219501213,-40.48714701213,-40.442534012130004,-40.43966501213
CN(C)CN(CC(C)(C)C)NN=CN,-629.8283550921799,-629.8907150921799,-630.18059409218,-629.84660209218,-629.8292990921799
CC(=O)NNC(C(=O)OC(N)=O)C1CN1,-793.34615647757,-793.40687347757,-793.57544547757,-793.36264547757,-793.34710147757
C#CC(C)N,-211.10243173147,-211.13815173147,-211.21153773147,-211.10947273147,-211.10337573147
C=CC(N)NON=C,-396.8573556833,-396.9015086833,-397.0068446833,-396.8672556833,-396.8582996833
CNC(=O)CC(=O)C=O,-474.86016705361004,-474.90826605361,-474.99220105361,-474.87109905361,-474.86111105361005
CC(=N)C(N)=O,-302.44232450849,-302.48027350849003,-302.54593250849,-302.44994650849003,-302.44326850849
C=C(CN1CCN1)C(=CC1OCCCO1)N=N,-798.6108447178,-798.6737197177999,-798.9235807178,-798.6281177177999,-798.6117887178
NNCNC=O,-319.63679413093996,-319.67640813094,-319.75413213094,-319.64467913094,-319.63773813093997
CC(=O)OC(=O)C=C(C=CC1NCO1)OC=O,-893.17740569786,-893.24402369786,-893.40378869786,-893.19552069786,-893.17835069786
O=COON(C=O)C(=O)OC=O,-735.1149124738499,-735.1668774738499,-735.21284347385,-735.1274804738499,-735.1158564738499
C=C(O)OC(=O)NC,-436.78842667481,-436.83113567481,-436.91378867481,-436.79757067481,-436.78937067481
C=C(C)C=N,-211.140231297,-211.175312297,-211.249080297,-211.146858297,-211.14117529700002
C=C(CC1COCOC1)C(=C)N=NC1=NOC=C1,-855.4271068716499,-855.49085587165,-855.70933987165,-855.4443018716499,-855.4280518716499
C=C(CC(=CN1CCNC1)CC(=O)N(C)C)C(N)=O,-877.30993398591,-877.3827139859101,-877.68379698591,-877.33136698591,-877.31087798591
N=C(N)C(=CC=O)CCO,-494.20933357508,-494.25695557508,-494.38461457508,-494.22056557508,-494.21027757508
CN=C(C)CN,-267.64344679918,-267.68443479918,-267.79423579918,-267.65237079918,-267.64439079918
CN=C(C)CCCC(=N)C=NC(=O)NC,-685.51045558437,-685.5748265843699,-685.81063258437,-685.52868558437,-685.51139958437
C=NOCN(C(=O)O)C(C)CC1=CC=NN=C1,-833.49782953314,-833.55781753314,-833.76256553314,-833.5146585331399,-833.49877353314
CCN(ON(C)C=O)C(O)CC#N,-663.89906777074,-663.95850077074,-664.12515577074,-663.91502977074,-663.90001177074
C=C(C)C(C)(C)C,-274.79850087255,-274.84080887255,-275.00126287255,-274.80828087255003,-274.79944487255
NOC=C(N)C(=O)O,-452.77333988565,-452.81546588565,-452.88901388565,-452.78263288565,-452.77428388565
C=CNOC=O,-322.24351226086,-322.28164826086,-322.33365126086,-322.25080126086,-322.24445626086
C=NOC=C(C)O,-361.48762210576996,-361.52824110576995,-361.60678410577,-361.49623310577,-361.48856610576996
N#CN(O)CC1COOC1,-529.98608564657,-530.03139064657,-530.13683564657,-529.9963266465701,-529.98702964657
CC1(NCO)N(C2=NC=CC=N2)C1(N)N=N,-770.5186625167199,-770.57529051672,-770.76679751672,-770.53433951672,-770.5196065167199
C#CC(N)NC=NC,-359.80154134557,-359.84614034557,-359.95249734557,-359.81198134557,-359.80248634557
O=CC(=O)O,-302.94352470044004,-302.97749570044004,-302.99227170044,-302.94933270044004,-302.94446870044004
O=C1C(=O)N1C1CNCO1,-528.92616114559,-528.97202414559,-529.05438714559,-528.93596714559,-528.92710614559
C=NOCC(=N)CC1=CC=CN=N1,-604.5264941342,-604.5793461342,-604.7191371342,-604.5394151342,-604.5274391342
CC(=O)N(C)N=C(C(=O)CO)C(C)O,-723.12802842445,-723.18853942445,-723.37216342445,-723.1447994244501,-723.12897242445
CCC(CC#N)N(O)ON(C)C=O,-663.86765559443,-663.92517759443,-664.09342559443,-663.88316559443,-663.86859959443
N=C(O)CO,-284.25409280605,-284.29046080604996,-284.33939880605,-284.26096880604996,-284.25503680605
COC(=O)CN=C(C)ON(C=O)C=O,-757.87381566306,-757.93509966306,-758.06913066306,-757.8901216630601,-757.87475966306
C=CC(NC(C)=N)(ON)ON=C(C)C,-683.2512492802999,-683.3129322803,-683.5179912803,-683.2688952803,-683.2521932802999
C=C(C)C(=C)CC(=O)OC,-462.09569951427,-462.14600051427,-462.29291951427,-462.10799251427,-462.09664351427
CN(OC1OO1)C(N)=CC=N,-585.29203357361,-585.3417145736099,-585.45845257361,-585.30436257361,-585.29297757361
NNNC(C(N)=O)C1CCOO1,-641.84369599426,-641.8929699942599,-642.05649299426,-641.85606699426,-641.84463999426
CC1=NC(CO)(NC2CCCOO2)N1N,-758.4213606838,-758.4807466838,-758.6975756838,-758.4377796837999,-758.4223046838
C=CC(C)C(N)O,-326.79231123494,-326.83424323494,-326.96084423494,-326.80177923494,-326.79325623494
CC(=O)N(C)CN(C#CC(N)=O)C=N,-680.9883425439999,-681.051307544,-681.211621544,-681.005324544,-680.9892865439999
CC(CCC=C(O)C(C)=NC1=CC=CN=N1)=NO,-835.61999969338,-835.68236769338,-835.91324269338,-835.63798469338,-835.62094369338
CON,-170.88111329387,-170.91201929387,-170.95440429387,-170.88645829387,-170.88205729387
CC(=O)NCCC(=O)C(N)(N)N,-606.0755556308501,-606.12998263085,-606.31197363085,-606.0901966308501,-606.0764996308501
C=CCC(ON(C)C(C)=O)C(=O)CC(C)=O,-784.37289739937,-784.44059439937,-784.66288439937,-784.39230639937,-784.37384239937
O=C(CC1=NC=CN=C1)OC(=O)C(=O)CC1=CC=CC=C1,-988.56180669816,-988.63103469816,-988.82790169816,-988.5809736981599,-988.56275069816
O=CN(C=O)C=CNC(O)=NCC1CCOO1,-890.4836134027,-890.5473784027,-890.7356554027,-890.5011034027,-890.4845574027
NC(N)O,-226.27044359889,-226.30327459889003,-226.36317959889,-226.27635759889,-226.27138859889
N=NCC1CCOO1,-416.73137747089,-416.77286847089,-416.86938747089,-416.73995947088997,-416.73232147089
C=NOC=C(CC1=CC=CC=C1)N=CC,-649.7776841826301,-649.8388341826301,-650.02922718263,-649.79360518263,-649.7786291826301
C=NOC12N(C=NC)C3N1C32O,-602.25708540266,-602.30796140266,-602.41611740266,-602.26978540266,-602.25802940266
CC(C)(C)OCC(N)C=O,-480.51624721512,-480.56911221512,-480.74851021512,-480.52961921512,-480.51719121512
C=CN(N)N(CON=C)C(N)(N)N,-657.3696082528099,-657.42506525281,-657.62185725281,-657.38500325281,-657.37055225281
O=CNN=C1C=C1,-339.20304853756,-339.24110353756004,-339.28724353756,-339.21055053756004,-339.20399253756
N#CCOC1=CN=CN=C1,-470.77258297589,-470.81595497589,-470.88964997589,-470.78175197589,-470.77352697589
CNC(=O)CC(C#N)C=N,-473.1620837234,-473.2121557234,-473.3261847234,-473.1740927234,-473.1630277234
CCN(O)C(C)O,-363.88065201302,-363.92269901302,-364.04802301302,-363.89027301301996,-363.88159701302
COC(O)C(N)N,-379.98220624201,-380.02379824201,-380.14037524201,-379.99152024201,-379.98315124201
CN(C)N(C)C(=CC1=CC=NO1)OC1=NOC=C1,-871.47892004448,-871.54361104448,-871.74795604448,-871.4969450444801,-871.47986404448
CN=C(C)ONC(C)(CN(C)C)C(=O)NC,-763.02589985235,-763.0962568523499,-763.37763785235,-763.0466518523499,-763.02684485235
CC(=O)OC(=O)C(=N)NC=O,-604.22766551648,-604.27745051648,-604.35968251648,-604.23963951648,-604.22860951648
COOCC(=O)C(N=CN)NC(O)O,-776.2268305484,-776.2877215484001,-776.4588515484,-776.2436255484,-776.2277745484
CC(=COC=O)N(C)C(O)O,-590.48127496076,-590.53361896076,-590.67263196076,-590.49454396076,-590.48221896076
CC=NON=C(C)C=NNC(=O)OC,-718.0216465914,-718.0831715914,-718.2408605914,-718.0383155914,-718.0225905914
CC(=O)CN=O,-322.22955727438,-322.26925227438,-322.31804327438,-322.23738927438,-322.23050127438
CNNN(C)C,-284.81510900172003,-284.85519500172,-284.97766800172,-284.82378500172,-284.81605300172004
COC(=O)OC(=CO)CN,-551.2325418257001,-551.2812748257,-551.3957458257,-551.2441708257,-551.2334858257001
N=CNCN(CC(=O)OC1=CC=NO1)NO,-847.35040123638,-847.4100712363801,-847.57390823638,-847.36624223638,-847.35134523638
O=CC(=O)OC1CCCC1,-498.05826478207,-498.10620178207,-498.23326778207,-498.06901378207,-498.05920878207
C=NC(C=O)=CC1CNN1,-473.02603994451,-473.07172694451,-473.18913094451,-473.03663594451,-473.02698494451
CC(=O)N(C)C=C=CN(C(C)=C(C)C)N(C)C(C)=O,-861.1957371021799,-861.27331210218,-861.57566910218,-861.21993310218,-861.1966821021799
CC(=O)CN(NC(=O)N(C)C)NC1=CN=CN=C1,-868.95648324584,-869.02546424584,-869.25135924584,-868.97605424584,-868.95742824584
CN=CNCC(=N)C(C)NC(N)=NC,-643.59270102707,-643.65434102707,-643.88817202707,-643.61017702707,-643.59364502707
CC(=O)C=O,-266.98404347214,-267.01983847214,-267.05557747214,-266.99066847214,-266.98498747214
CC=NOC=C=C(O)NNC=NC,-642.77355228462,-642.83327228462,-642.98781728462,-642.7896222846199,-642.77449628462
NON(C=O)C=O,-413.47440220934,-413.51443820933997,-413.55833320934,-413.48263220934,-413.47534620934
CC(=N)NC(=O)C(=CNC=N)N(C)N,-678.3358593642,-678.3953723642,-678.5841873642,-678.3521363642001,-678.3368043642
CNC(=N)CN(O)NN,-469.44301832377,-469.49035932376995,-469.62446732377,-469.45457432377,-469.44396232377
CC(=O)OC(=O)C=CN,-474.88715311941996,-474.93380911942,-475.01948411942,-474.89780911942,-474.88809711941997
CN=C(C)CCC(=N)CC=NC(=O)NC,-685.5112358143,-685.5763498143,-685.8109498143,-685.5296318142999,-685.5121798143
C=CN(C)CC1=CN=CC=N1,-475.26544550380004,-475.3139255038,-475.4595485038,-475.27686250380003,-475.26638950380004
O=CCCC1CCONC1,-479.28120429372,-479.32819829372,-479.49248529372,-479.29205329372,-479.28214829372
CCNC=O,-248.30512515302001,-248.34167615302,-248.41478615302,-248.31207315302,-248.30606915302
CNC(=O)OC(C)C(=NC(N)=O)C(C)CN,-797.8993281427499,-797.96585514275,-798.20636714275,-797.91890014275,-797.9002731427499
C=C(NC(O)(O)O)C(N)(C#N)CC(C)=O,-777.29251560766,-777.35280360766,-777.53053360766,-777.30997660766,-777.29345960766
O=C1NC1=O,-281.82490329811003,-281.85754429811004,-281.86097229811,-281.83032429811004,-281.82584729811003
CN(C#N)CC1=NC=CC=N1,-490.15687610393,-490.20449910393,-490.31643310393,-490.16775910393,-490.15782010393
C=C1CC1(C)N,-250.35857022951998,-250.39636122951998,-250.49626722952,-250.36645622952,-250.35951522951999
C=CC(=C)C(C)=NO,-363.62297914833,-363.66664714833,-363.77240514833,-363.63285814833,-363.62392314833
CN=C(C)C=C(C)N(C)CN,-478.79571128744,-478.85091228744,-479.05941228744,-478.81047228744,-478.79665528744
CC(=N)C(C)(N)NC(N)=O,-491.61928983367,-491.66778283367,-491.81903183367,-491.63155583367,-491.62023383367
C=CCN1CCCN1,-344.93048162733,-344.97300262732995,-345.11861562733,-344.93962962732996,-344.93142562733
C=CC(=N)N(CNC=NO)NC1=CC=CN=N1,-808.5334999617801,-808.59552096178,-808.78801996178,-808.55060096178,-808.5344439617801
C=C(C)OC1CCC1,-348.78369898331,-348.82641598331,-348.96940998331,-348.79316998331,-348.78464298331
CC(=NC1=COC=N1)NCOO,-623.45928597023,-623.50891997023,-623.63416797023,-623.47140797023,-623.46022997023
CNC(=O)CC(O)=CCC1CCCOO1,-746.2770354197,-746.3380784197001,-746.5654424197,-746.2934004197,-746.2779794197
NC(=O)C=COC(C=O)=CC1CCCOO1,-819.07948141138,-819.14243041138,-819.32424741138,-819.09646341138,-819.08042541138
O=C=NCC=NN=O,-430.48451195954004,-430.52870195954,-430.56242095954,-430.49366795954,-430.48545595954005
CN=C(C)C(C(N)=NC1CNCCN1)C(N)(N)N,-832.7492996025401,-832.8167996025401,-833.14326560254,-832.76966560254,-832.7502436025401
C=C(C)C(=C)N=N,-304.47667773676,-304.51722573676,-304.60834673676,-304.48530473676,-304.47762173676
CC(=O)NONC=CC(=O)O,-605.30018313921,-605.35183613921,-605.45518813921,-605.31276413921,-605.30112813921
C=CON=O,-282.94253175258996,-282.97717675258997,-283.00124275259,-282.94890475258995,-282.94347575258996
CC(C=N)=NN=N,-336.58092807247,-336.62238107247003,-336.68919107247,-336.58958407247,-336.58187207247
N=CCC=COCC(=O)NN=O,-623.4465626065,-623.5021516065,-623.6196996065,-623.4603156065,-623.4475066065
CN=CNCC(O)C(C)C(CN)=NN(C)C=NC,-836.52932185548,-836.60097185548,-836.91906785548,-836.55144085548,-836.53026685548
CN(C)C(=O)CCC(=N)CC=NC=NO,-721.3923614584601,-721.4560304584601,-721.66840545846,-721.41021345846,-721.3933054584601
C=CC(=N)CN(CC1=CN=CN1)OC1=CC=NN=C1,-868.6462485099,-868.7116165099001,-868.9241635099,-868.6641095099001,-868.6471935099
CC(=O)OC(=O)CC(=N)C=N,-568.25639902563,-568.30959902563,-568.41194002563,-568.26914702563,-568.25734302563
CC(=O)OCC(C)=CCC(=O)O,-612.55185452778,-612.61054352778,-612.76124152778,-612.5665245277801,-612.55279852778
CC(N=NN)=C(N)N,-393.12484585742004,-393.16808485742,-393.27669085742,-393.13492785742,-393.12578985742005
CC(=N)C1(C)C(C)N1C,-384.20871397798004,-384.25583697798004,-384.42366997798,-384.22046197798,-384.20965797798
NNC=CC=NO,-357.64079158686,-357.68165358686,-357.76261558686,-357.64966858686,-357.64173558686
C=CON=CC,-286.28669639272005,-286.32560239272004,-286.39963639272,-286.29465939272,-286.28764139272005
CC(=O)N(ON)C(C)=O,-492.01798230648,-492.06399830648,-492.16070630648,-492.02891630647997,-492.01892630648
CC(=CC1=CN=CO1)N(C)C,-496.32886555327,-496.37880755327,-496.53361455327,-496.34118455327,-496.32980955327
O=C=NCC=O,-321.13301234401,-321.17017434401,-321.20011634401,-321.13991434401,-321.13395734400996
N=CCC(C(=O)NN=O)C1CO1,-623.4471186155,-623.5003466155,-623.6202876155,-623.4603106155,-623.4480626155
CCC(=N)C(C)C(=O)O,-440.11319692766,-440.16089492765997,-440.29406292766,-440.12439492766,-440.11414092766
C=CC(C)(N)CC(=C)N,-384.23402925084997,-384.27994625085,-384.45054725085,-384.24529025084996,-384.23497325085
CC=NOOC=NNC=O,-546.05473571056,-546.10529271056,-546.18931071056,-546.06690071056,-546.05567971056
C=C(CC(=O)N(C)C)OCC1NN1,-627.9760611878099,-628.03571318781,-628.22860718781,-627.99158118781,-627.9770051878099
ON=CC=NOC=CC1C=CC=C1,-608.2928190749301,-608.34748107493,-608.48398707493,-608.30630007493,-608.2937630749301
OCC1=CN=CN=C1,-378.57896173963,-378.61885973963,-378.69626973963,-378.58677373963,-378.57990573963
CN=C(C(O)O)N(C=O)OC1NCCO1,-814.3413461461699,-814.3996131461699,-814.58170514617,-814.3571181461699,-814.34229014617
C=CN(C)C(NC#N)C(N)=NC1NCCCN1,-775.0303826756999,-775.0936846756999,-775.3579476757,-775.0483996757,-775.0313276756999
C=CC(C)(CC(N)=CC1=CN=CN1)NC1OCCO1,-876.10555014708,-876.17300314708,-876.45608014708,-876.12505614708,-876.10649414708
CC(=O)CCN(C(C)=O)C(C)=O,-592.67587510323,-592.73108710323,-592.89651610323,-592.69021410323,-592.6768191032301
C=CN(CN(C)C(C)=O)N(C)CN=CC,-686.62531158458,-686.68921258458,-686.94732458458,-686.6439405845799,-686.62625558458
C=C(N)N(C)CNN1CCCN1,-550.11041260341,-550.16384660341,-550.38280560341,-550.12413360341,-550.1113566034101
C=C,-78.485581020518,-78.51173302051801,-78.540508020518,-78.48956102051801,-78.486525020518
C=CC(=CN=NC)C(CC1CCCNN1)=NO,-778.7307851465699,-778.79492714657,-779.05529914657,-778.74912814657,-778.7317291465699
CNN(O)C(N)=O,-394.78326209371,-394.82384409370997,-394.90387909371,-394.79197509371,-394.78420609371
COOC(C=O)(CC(C)=O)NC(=O)OC(C)=O,-931.47249318039,-931.54111718039,-931.71894218039,-931.4924481803899,-931.47343718039
CCC(=O)N(NO)NC1=CC=NN1,-658.88988858762,-658.94328558762,-659.09544758762,-658.9036025876201,-658.89083258762
CNC(=N)CNC(=N)C(=O)ON=C(C)N,-753.5451374762999,-753.6099444763,-753.7984474763,-753.5630114763,-753.5460814763
CN=C(C)CC(=N)OC=NO,-549.46081640108,-549.51475040108,-549.65165940108,-549.4744484010799,-549.46176040108
