smi,h,f,spe,zpe,u
C=C(C#N)CC(=O)N(C)N,-473.11912909008,-473.16984009007996,-473.28303309008,-473.13134509008,-473.12007409008
C=C(C)CC(=N)C(=N)N,-399.12400199339,-399.17101499339003,-399.30500899339,-399.13507799339,-399.12494599339
C=C(CC#CC1CCNCN1)C(=O)NC1CCC1,-784.78844284264,-784.8559378426401,-785.14601684264,-784.8072488426401,-784.78938684264
C=CC1C=CC=C1,-271.21485976363,-271.25240376363,-271.34789676363,-271.22212576363,-271.21580376363
N=CN(C=O)C(N)C1=NC=CN1,-582.61850048178,-582.66910748178,-582.79632548178,-582.6307714817799,-582.61944448178
NNC1CCCC1,-306.88111086567,-306.92169786567,-307.06462886567,-306.88953986567,-306.88205486567
C=CCNC=O,-286.35984594366,-286.39904494366,-286.47528394366,-286.36754194366,-286.36078994366
CCC(O)CCC(N)=O,-441.30407078508,-441.35255678508,-441.50876178508,-441.31576878508,-441.30501478508
C=C(O)C(=N)N,-302.41230126919,-302.44942626919,-302.51573626919,-302.41967326918996,-302.41324526919
C=C(CON=CC)CC(N)C=NN(C)C=O,-760.5981154363401,-760.6636774363401,-760.90208243634,-760.61723443634,-760.59905943634
CN(OC1=COC=N1)OC1CCNNC1,-757.22992279468,-757.28642079468,-757.48261579468,-757.24443679468,-757.23086779468
C=C(C(C)ON1CCCCO1)N(C)CNC=N,-801.0256477260599,-801.08987672606,-801.38572272606,-801.04430772606,-801.0265917260599
CN=CCC(C=NN=C(C)C)C(=O)NO,-721.37319732513,-721.43497732513,-721.64681332513,-721.39095432513,-721.37414232513
C=C(CC(=NC1CCC1)NC1CCOO1)C(C)C,-806.9863321022,-807.0561661022,-807.3749781022,-807.0063891021999,-806.9872761022
CCC(=NOC)C(N)=NNC=N,-584.88442596313,-584.9391509631299,-585.10718596313,-584.89873796313,-584.88536996313
C=CNC(=CNON=C)NO,-565.3839452666499,-565.4375722666499,-565.56201526665,-565.3974942666499,-565.3848892666499
CC(CC1CNCN1)C(=O)N(C)ONC=N,-777.8370679482099,-777.89985494821,-778.15647994821,-777.85485994821,-777.8380129482099
CC=NCC,-212.33277107611,-212.36983607611,-212.46475107611,-212.34022907610998,-212.33371607611
C=CC(C(=O)NC)C(N)=C(O)OC(=O)NC(C)=O,-929.86337274444,-929.9378987444401,-930.14482674444,-929.88475474444,-929.86431674444
CC(=O)N=C(C=N)C(O)(O)O,-605.36859988309,-605.42089288309,-605.52280088309,-605.38189588309,-605.3695448830899
CN=C(N)CC1(NOCC(C)=O)CC1=O,-741.2282140701101,-741.2901800701101,-741.48921907011,-741.2456410701101,-741.2291580701101
N=COC=O,-283.04885125272,-283.08321725272003,-283.11006425272,-283.05487625272,-283.04979525272
CN=C(N)OC(N)(N=C=N)C(=O)OC1OCCCO1,-1001.232123626,-1001.301233626,-1001.521783626,-1001.252196626,-1001.233067626
N=CC(=CN(C=O)C=O)CC(=O)NC1=CNN=C1,-886.52619436924,-886.58952236924,-886.76350036924,-886.54357436924,-886.52713836924
NC(=O)C=C1CC1=O,-398.41204858124,-398.45393358124,-398.51399258124,-398.42099858124004,-398.41299258124
NN(N)C(=O)N=C(O)OC1CCNOC1,-810.48812733233,-810.54571833233,-810.73040333233,-810.50372733233,-810.4890713323299
C=C(CC(=N)N(C)C)C(N)=CC=CC=NO,-723.4982690406,-723.5647830406,-723.8044990406,-723.5171960406001,-723.4992130406
N#CC(=CC=NC(=O)NC=O)CC1CCNN1,-812.45571735868,-812.5159403586799,-812.71148035868,-812.4718123586799,-812.45666235868
C=NNC(NN)=C(C)C(=C)ON=C(C)N,-717.47600886109,-717.54170086109,-717.75059786109,-717.49478486109,-717.47695286109
O=CNC(=O)O,-358.29886390449997,-358.3352169045,-358.3668759045,-358.30553490449995,-358.29980790449997
N=CCC1OO1,-322.17437019093,-322.21175819092997,-322.26420619093,-322.18145219093,-322.17531419093
C=CC(N)CC(C)N,-346.15886434971003,-346.20348134971,-346.37039734971,-346.16942634971,-346.15980834971
C=C=C(C)CC(C)=O,-347.60445109568,-347.65038109568,-347.76484409568,-347.61505109568003,-347.60539509568
CC=CC(CN1CCCCN1)C(=O)CC(=O)O,-803.78672637741,-803.85142737741,-804.12321737741,-803.80513337741,-803.78767037741
CCCOOC,-308.51135314164003,-308.55361914164,-308.66003914164,-308.52028514164004,-308.51229714164003
NC(C=CC1CNCCN1)=CNCC1=CC=NO1,-816.8993519954099,-816.9643659954099,-817.23372499541,-816.91715399541,-816.9002959954099
CC=CNOCO,-362.66930448873,-362.71107048873,-362.81340648873,-362.67842848873,-362.67024948873
CC(=O)C=CC(N)=O,-399.66520310232,-399.70990610232,-399.79162010232,-399.67523210232,-399.66614710232
CC(=O)NC(=O)C=CCC(N)C(C)NC(=O)NC=O,-949.28444253232,-949.35560153232,-949.60927753232,-949.30581253232,-949.28538653232
O=CCC(O)(OC=O)C(=O)OC1CNCCO1,-931.52615386619,-931.5895808661901,-931.77741486619,-931.5438798661901,-931.52709786619
C=CC(N)(NC(=O)N(C)C)N(N)CN=N,-734.7740231087699,-734.83654810877,-735.06247310877,-734.79220810877,-734.7749681087699
NC=NC(=O)NC(=O)NC=O,-600.44082230739,-600.48976530739,-600.57576530739,-600.45233930739,-600.44176630739
NC(=O)CN(C=C=O)CNC(=O)OC=O,-812.07084816987,-812.1299911698701,-812.26320616987,-812.08683816987,-812.07179216987
O=C(NC1CCNN1)C(O)(O)O,-661.86751589432,-661.92110989432,-662.06759489432,-661.88062489432,-661.86845989432
C=NOC=CNO,-377.4740327759,-377.51553877590004,-377.5814457759,-377.48287277590003,-377.4749767759
C=C1C=C(NC=NC)C(NC(N)=NC)=CC1,-702.49031009015,-702.55254509015,-702.78547009015,-702.5080800901501,-702.49125509015
CC(CC1=CON=C1)NCC1=CON=C1,-702.94074094645,-702.99783594645,-703.18252594645,-702.95523294645,-702.94168494645
CC=NONC(=CNC(C)=O)C(C)C(C)=N,-760.62119891767,-760.68905191767,-760.92459391767,-760.64084991767,-760.62214291767
CC(=NN1CCCNC1)C(=O)CC1=CC=CC=C1,-783.67358443097,-783.73656943097,-784.00734043097,-783.69084443097,-783.67452843097
O=CC(=O)CN(C=O)C=O,-548.87604077849,-548.92370477849,-548.98938477849,-548.8870207784901,-548.87698477849
CC(=O)N(O)NO,-414.64214890102005,-414.68249290102,-414.74926090102,-414.65075990102,-414.64309290102
CC(=O)C=C(CC(C)C)C(=N)NC(=N)N,-685.52411301878,-685.58944101878,-685.82459901878,-685.54242601878,-685.52505701878
CC(=O)NCC(=O)C=O,-474.86161383006,-474.90878683006,-474.99324783006,-474.87253283006,-474.86255783006
CC=NCC(=CC1=NC=CN1)C(C)NO,-684.26105133419,-684.32017633419,-684.53848933419,-684.2769833341899,-684.26199533419
C=C(O)CC(=O)CC,-384.76809043259,-384.81270643259,-384.92937543259,-384.77807743259,-384.76903443259
CN(C=NOC1COCO1)C(N)=NC(N)=O,-848.62977781346,-848.69317381346,-848.87725881346,-848.64697981346,-848.63072181346
C=NOC=CC(=C)ON(C)C=NC,-626.7011129019,-626.7610799019,-626.9253789019,-626.7169549019,-626.7020569018999
N#CNCC1=CN=CO1,-432.69208599654,-432.73496899654003,-432.80346199654,-432.70088799654,-432.69302999654
C=CCC(N)C(C)N,-346.15813100555,-346.20410400555,-346.36919800555,-346.16917700555,-346.15907500555
COC=NC1CCONC1,-495.32612155597,-495.37253355597,-495.52568955597,-495.33690755597,-495.32706555597
C=C(C)C(O)N(C)C,-366.03676557903003,-366.08151957903,-366.23388757903,-366.04752957903,-366.03770957903004
C=CC(=O)CC1=CC=NC=N1,-493.99264641951,-494.04022841950996,-494.15106041951,-494.00328441950995,-493.99359041951
CN=CN(OC1COOC1)C(=N)NN(C)C,-813.6718274453799,-813.73622944538,-813.96341644538,-813.6901114453799,-813.6727714453799
COON=C(C)OC(=CN)CN(C)C,-704.2573036744,-704.3206936744,-704.5352156744,-704.2751966743999,-704.2582476744
CN(C=O)C(N)N(C=N)C=O,-565.61255944954,-565.66313044954,-565.79456144954,-565.62517044954,-565.61350344954
CN=C(N)CC(=N)CC(=O)OCC(C)=O,-741.35451490055,-741.41622990055,-741.61793690055,-741.37190490055,-741.35545890055
CC(=O)NCNC=NN=CN,-545.7120564103001,-545.7660064103001,-545.9061464103,-545.7255214103001,-545.7130004103001
CN=C(C)C(N)OCON,-512.56059681845,-512.61214981845,-512.77065381845,-512.57363081845,-512.56154181845
C#CCC(=CN(C=O)C(C)=O)C(=O)NN1CCNC1,-910.8144313163999,-910.8841573164,-911.1149413164,-910.8345813164,-910.8153753163999
CC=NC(=O)NC(C)=O,-454.99656289894,-455.04428089894003,-455.14066689894,-455.00764289894005,-454.99750689894
OC(O)(O)NCC1=CON=C1,-605.33904915757,-605.38763715757,-605.49585115757,-605.3504291575699,-605.33999315757
C=C(C)C(ON1CCCCO1)N(C)CNC=N,-801.02541986091,-801.0918228609099,-801.38485486091,-801.04465486091,-801.02636386091
O=CCN1CCOC1,-400.78821418932,-400.82941618932,-400.93996918932,-400.79679018932,-400.78915818932
NC(=CC1=CN=CO1)C(O)=CN(C=O)C=O,-813.0089502096199,-813.06704520962,-813.20840620962,-813.0243002096199,-813.0098942096199
CC(=O)NC(=O)OO,-472.67864410439,-472.72151910439,-472.77996010439,-472.68797610439,-472.67958810439
CC(=O)N(CC1=CC=NO1)C(N)=NC1=CC=NN=C1,-904.6687821690799,-904.73365116908,-904.92304516908,-904.6864271690799,-904.6697261690799
CNC(=O)N=C(NOO)C(N)=CC(N)=O,-809.32502842881,-809.3885104288099,-809.54073542881,-809.34260042881,-809.32597342881
CC(=O)NC(=O)N=CC(=O)C(C)NON(C=O)C=O,-1019.8426549344999,-1019.9113909345,-1020.0916139345,-1019.8629419345,-1019.8435989344999
CC(=O)N(C)CC(=O)C(=NN=CN)N(C)N,-792.7832904252599,-792.85142142526,-793.06510542526,-792.8031344252599,-792.7842344252599
CN(CC1OCCO1)C(C=N)ON1CCCOC1,-896.12436958693,-896.18950858693,-896.47947358693,-896.14306458693,-896.12531358693
CCC(O)C(C)C1CCOO1,-539.5795850191399,-539.62942401914,-539.83132301914,-539.59226401914,-539.5805300191399
NC(=O)C1(N)CC1N,-397.00044349669,-397.04235349669,-397.15298349669,-397.00991949669003,-397.00138749669003
CN=COC(=O)O,-397.52922322178,-397.57052022178004,-397.62602822178,-397.53760022178,-397.53016722178
CC(CC1=CC=NO1)=C(N)C(O)=CC1CCCNN1,-876.04409248435,-876.11079448435,-876.39496248435,-876.06316548435,-876.04503648435
CNN(O)O,-301.33991049579004,-301.37626149579,-301.43506649579,-301.34710349579,-301.34085449579
N=C(CO)CC1=CN=CC=N1,-511.22882487457997,-511.27627187458,-511.39949687458,-511.23958987458,-511.22976887458
CN=C(C=CC(=O)N(N)N)N(C)C,-624.15167305023,-624.21227905023,-624.40446905023,-624.1684010502299,-624.15261705023
CN=CNC(=O)N(C)OC1=CC=NN1,-697.01209159462,-697.0706805946201,-697.22307459462,-697.02727359462,-697.01303659462
C=NOCC(C#N)(CC1=CC=CN=N1)NN(C)C,-831.7100952315001,-831.7757742315,-832.0036482315,-831.7289492315,-831.7110392315001
CC=NON(C=O)C(C=N)N=N,-619.55155948767,-619.60630748767,-619.72227248767,-619.56558848767,-619.55250348767
CC(OC(=O)NC=O)C(=N)C(=O)C(O)O,-833.1474674841601,-833.20881148416,-833.35128848416,-833.16408048416,-833.1484114841601
CN(O)C(=O)NO,-414.66000407053,-414.70127607053,-414.76776307053,-414.66901407053,-414.66094907053
CN(C=N)C(=N)N,-337.85593893691,-337.89606093691003,-337.99047393691,-337.86444593691,-337.85688293691
CN=C(CC(NO)C(C)=CNC=N)N(C)C,-741.91727690563,-741.98627590563,-742.25933390563,-741.93763290563,-741.91822090563
NNC1=CNN=C1,-336.61782531194,-336.65522731194,-336.73021931194,-336.62507931194,-336.61876931194
CCN(COOC)CC(C#N)=NC1NCCCN1,-855.1432635170199,-855.21164151702,-855.49794651702,-855.16328451702,-855.1442075170199
C=CC(CC(C)NC(=N)NC)NOC=O,-722.58366597214,-722.64742297214,-722.88397097214,-722.60162897214,-722.58460997214
CN(N)C#N,-243.22324583249,-243.25870983249,-243.30970883249,-243.23003083249,-243.22419083249
CC(=N)CN(C=N)C(N)=NC1CCNO1,-717.56627144937,-717.6271694493701,-717.84430644937,-717.5825844493701,-717.56721544937
NC(=O)NC=NO,-393.67169791488,-393.71184891488,-393.76958191488,-393.68017991488,-393.67264191488
C=C(C(N)=O)C(N)NN=C=O,-564.3962195848001,-564.4464715848001,-564.5549105848,-564.4085755848,-564.3971645848001
CC(C=O)CC1COCOC1,-538.4718187562901,-538.5211297562901,-538.70071175629,-538.48380575629,-538.4727627562901
CC(C)=NCC(=O)C=O,-438.88384332219,-438.93181932219,-439.03778932219,-438.89518632219,-438.88478732219
NC(O)=CO,-284.21046467439004,-284.24582767439,-284.29573267439,-284.21724167439004,-284.21140867439004
CC(C#N)OC(=N)NC1=COC=N1,-640.56295371211,-640.61678771211,-640.73308071211,-640.57616171211,-640.56389871211
CC(=O)C(C)(CC(O)ON=N)CC1CNCO1,-856.9046228155601,-856.96885681556,-857.22871681556,-856.92312081556,-856.90556681556
COONC1=CC(=CC=NO)CC=C1N,-739.94072054777,-740.00103654777,-740.17899354777,-739.95747254777,-739.94166454777
N=C(C=O)CCO,-361.54706884087,-361.58731484087,-361.66809884087,-361.55538484087003,-361.54801284087
CNC(=O)N=C(NOO)C(N)=O,-676.66672691185,-676.72139991185,-676.82852291185,-676.6805709118499,-676.66767091185
C=C(C)C=C(C=CN(C)C=O)NC=O,-648.89210789419,-648.95184489419,-649.13809889419,-648.90827889419,-648.89305189419
COCN(O)NN,-395.91602089957,-395.95806089957,-396.06089589957,-395.92529389957,-395.91696489957
CC(ON1CN1)N(C)C=NC1CCCNN1,-757.9006838458599,-757.96360484586,-758.23180884586,-757.91812784586,-757.9016278458599
CC(C=N)C(=O)NO,-416.84264604095,-416.88612104095,-416.98122904095,-416.85235504095,-416.84359004095
N=COCO,-284.21526648933,-284.24998148933,-284.30114448933,-284.22158748933,-284.21621048933
CC(=N)CC1=CC=NN1,-397.94367157387,-397.98716057386997,-398.10249357387,-397.95306657387,-397.94461557387
CC(C=CCN1CCCCN1)C(=O)CC(=O)O,-803.7934448715699,-803.8559028715699,-804.13007387157,-803.8111848715699,-803.7943898715699
C=CC(C)=N,-211.14020771143,-211.17542771143,-211.24904671143,-211.14686671143,-211.14115271143
CN(OC1CC1)C(=O)NOC=NO,-699.74794882263,-699.80470882263,-699.94947882263,-699.76276482263,-699.74889282263
CN=CC=C(OCCON1C=CN=C1)C(C)=N,-797.49170074662,-797.55834374662,-797.77907374662,-797.5101967466201,-797.49264474662
NC(=O)OC=O,-358.29620002994005,-358.33291402994,-358.36348302994,-358.30300302994004,-358.29714402994
N=C(N)NC(=O)CO,-432.97667026457003,-433.02095226457004,-433.10455426457,-432.98640426457,-432.97761426457004
CN=NCC=N,-282.45753982580004,-282.4974048258,-282.5712898258,-282.4655148258,-282.45848382580004
CC(=N)C=O,-247.08973872803,-247.12493372803,-247.17414572803,-247.09626772803,-247.09068272803
CC(=O)NOC(C)N(C=N)CN=C(C)C,-722.58936360805,-722.65346460805,-722.88733860805,-722.6077756080499,-722.59030760805
CC(CO)=NO,-323.43733124845,-323.47677724845,-323.55111224845,-323.44564824845,-323.43827624845
CN(C)ON(C)NOC1CCON1,-682.1597950061399,-682.21718600614,-682.42063000614,-682.17504900614,-682.1607390061399
C=C=NC1COOC1,-399.4990155529,-399.5410285529,-399.6243705529,-399.5076145529,-399.4999595529
C=C(O)O,-228.90289418269,-228.93554418269002,-228.96908318269,-228.90864918269003,-228.90383818269
CN=N,-149.82652912913,-149.85588812913,-149.88698212913,-149.83121812912998,-149.82747312913
C=CC(CC(C)=NC)=C(O)C(=N)CNC=O,-743.4525652147901,-743.51831621479,-743.74611421479,-743.4711082147901,-743.4535092147901
CN=CCC(C)C(=O)N(C)OC(C)=NO,-742.41479127935,-742.48018827935,-742.69944927935,-742.43358927935,-742.41573627935
CNC(C)=NC1CCOCO1,-534.64611214954,-534.69610114954,-534.87558914954,-534.65862614954,-534.64705614954
C=CNNC(=NC)N(C)C,-455.55827091693,-455.61020291693,-455.78034691693,-455.57155491693,-455.55921491693
CN=C(C)C=COC=NON=C=O,-661.47781410446,-661.53671810446,-661.65465310446,-661.49312010446,-661.47875810446
CN=CN(C)OC(=O)C(CN=O)C(C)=O,-777.15531063892,-777.21938363892,-777.39086963892,-777.17325463892,-777.15625463892
OCCNN1CCCN1,-437.36026481924,-437.40403681924,-437.56683281924,-437.37009081924003,-437.36120881924
CC(=N)ON(C)NOC=O,-547.2924831343901,-547.34209513439,-547.45208313439,-547.30473613439,-547.2934271343901
N=CCC1=CN=CC=N1,-396.76205666777,-396.80425566777,-396.89728066777,-396.77068166777,-396.76300066777003
NC(=O)C1(N)CC1NN1CCCO1,-644.0296346809299,-644.08216268093,-644.27156068093,-644.0432286809299,-644.0305786809299
CNC(=N)NNC#N,-391.9389710484,-391.9825690484,-392.0678820484,-391.94868204840003,-391.9399150484
CC(C)=NCC(=CN)OC(C)=NO,-627.9802197896,-628.0403577896,-628.2302247896,-627.9967317896001,-627.9811637896
C=C(N=N)C(=O)NC=O,-469.79808495947,-469.84184095947,-469.90684695947,-469.80781095947,-469.79902895947
CC(=O)C(=NC1=CC=NN=C1)N(N)CC1=CC=NO1,-904.59736650729,-904.66367250729,-904.85078250729,-904.61578450729,-904.59831050729
CCC(O)(O)NC=O,-437.98705388801,-438.03034188801,-438.13719588801,-437.99689588801,-437.98799788801
CC(N)=NCC(=O)C=O,-454.95262130168,-455.00018330168,-455.09616830168,-454.96364030168,-454.95356530168
CN(C)C(O)C=N,-342.83150361214,-342.87295761214,-342.98799661214,-342.84075461214,-342.83244761214
C=CN(O)ON=C,-377.43853407208,-377.47841907208004,-377.54381007208,-377.44692207208004,-377.43947807208
NC=NOC(=O)CCC1CCONC1,-703.17444137597,-703.22894737597,-703.43451237597,-703.18871537597,-703.17538537597
O=CCNNC(=O)NC(=O)O,-621.45743751065,-621.50844951065,-621.60306951065,-621.46953151065,-621.45838151065
C=CC(N)C(=N)N,-321.7807243557,-321.82172835570003,-321.9270793557,-321.7896163557,-321.7816683557
C=C(C#N)CC(=O)N(CO)NC(=O)NC=O,-830.2545888956801,-830.31778589568,-830.46619889568,-830.27173089568,-830.2555338956801
CC(C)=NOCN,-342.81602959993,-342.85918059992997,-342.97212759993,-342.82571859993,-342.81697359993
CN=CN(C)CC(CO)(CN=C(C)C)N(N)O,-818.2924191020401,-818.35961210204,-818.66275210204,-818.3130461020401,-818.2933631020401
CNCN=C(N)N,-339.03531693434,-339.07654893434,-339.19451393434,-339.04442093434,-339.03626093434
C=CC(NN=N)C(=N)NNC=N,-579.8325980280899,-579.88730102809,-580.03174702809,-579.8465590280899,-579.8335420280899
CN=CN(C)CC=C=N,-399.0765395662,-399.1252245662,-399.2561995662,-399.08818556619997,-399.0774835662
CC(C(=N)NC1=NC=CO1)=C(N)NC=O,-735.18003610748,-735.2371431074799,-735.39828210748,-735.19519410748,-735.18098010748
C=NOOC(=O)C(C)C(=N)N(C)C,-663.8572507203401,-663.9165537203401,-664.08236072034,-663.8731017203401,-663.8581947203401
CC(C)C(=O)C(=O)O,-420.73767774837,-420.78226274837,-420.87563174837,-420.74758874837,-420.73862274837
C=CON(C)C=NC,-380.84293608780996,-380.88778408780996,-381.00361208781,-380.85341008781,-380.84388008780996
CC(=O)ON=CC(C)C(C)=NO,-608.60362849906,-608.66165949906,-608.81096349906,-608.61857549906,-608.6045724990599
COC(C)N,-249.459610403,-249.496445403,-249.592427403,-249.467073403,-249.46055440299997
CN=CCCC=CNC=N,-438.36332929303,-438.41261929303,-438.57449429303,-438.37538029303,-438.36427329303
CC(=O)N(C)ON=N,-432.83060898505,-432.87529698505,-432.95430698505,-432.84086798504995,-432.83155298505
CNN(C)C,-229.52991568707,-229.56679368706997,-229.67426068707,-229.53745168707,-229.53085968706998
N=C(NO)NC1=CNN=C1,-505.20716644193,-505.25220444193,-505.34875344193,-505.21730444193,-505.20811044193
C=C(O)C(N)=C(C)C,-364.86246521879,-364.90708621879,-365.03598921879,-364.87311221879,-364.86340921879
CC(=O)C(O)OC=O,-456.67396578054,-456.71825278054,-456.78721978054,-456.68360578054,-456.67491078054
CN(O)O,-246.05192423242,-246.08439823242,-246.12948723242,-246.05766823241999,-246.05286923242
CCC(C)(N)C=O,-326.80711083522,-326.84941483522,-326.97501983522,-326.81675083522,-326.80805483522
CN(C=O)C(NC(=O)CC1=NOC=C1)C1=CC=CN=N1,-963.82254294259,-963.89271594259,-964.09476494259,-963.84169694259,-963.82348694259
CCC(=O)OC(=O)OC=O,-569.97958749336,-570.02839149336,-570.10416249336,-569.99095949336,-569.98053149336
CN=C(C)NC(CC(C)=N)=NC1CON1,-701.4583697566501,-701.52153575665,-701.74648075665,-701.47585275665,-701.4593137566501
C=NOC#CCON(CC(C)=NO)C(C)=O,-815.12679561071,-815.19322261071,-815.36802561071,-815.14585961071,-815.12774061071
CC(=O)N(C=O)ONCC1COCOC1,-798.24670097661,-798.30685397661,-798.49805697661,-798.2625689766099,-798.24764497661
CC(=O)NC=C(C=N)CC(=O)O,-607.5364746002799,-607.59249860028,-607.72382460028,-607.55036560028,-607.5374186002799
CC=NON=C(N)C(N)=CC(=O)NC1CCCNO1,-945.24613597368,-945.31766897368,-945.57032697368,-945.2669119736801,-945.24707997368
C=C(N)N(O)CC,-342.79171143983,-342.83299143983004,-342.94753143983,-342.80099343983,-342.79265543983
CN(C)C(=O)N=C(CC(=N)O)NC=N,-698.27569592521,-698.33824292521,-698.51161092521,-698.29233792521,-698.27663992521
COC(C)=N,-248.28165613154,-248.31768713154,-248.39040013154,-248.28864413154,-248.28260013154
N#CC(=N)CN,-281.33291748714,-281.37093748714,-281.42571448714,-281.34044348714,-281.33386148714
NC(=O)CCC(=O)O,-436.83424280109,-436.87758680109005,-436.96215880109,-436.84347380109,-436.83518780109
O=CNC=NO,-338.32056584663997,-338.35770284664,-338.39928784664,-338.32777884664,-338.32150984663997
CC(=NC1NCCO1)C(C)C=NC=NO,-721.35804109246,-721.4205940924601,-721.63409109246,-721.37508309246,-721.35898509246
NCCO,-210.20081820686,-210.23396620686,-210.30515920686,-210.20677520686,-210.20176320686
CC(C)=NOCC(C)(N)C(=O)N(N)CC(N)=O,-853.1267642785899,-853.19401727859,-853.45032427859,-853.14704627859,-853.1277082785899
C=C(C=N)CC(N)=O,-379.76807727487,-379.81030027487,-379.90805027487,-379.77722327487,-379.76902127487
CCC(N)(C=O)COO,-477.11233606948,-477.15958806948,-477.29095206948,-477.12399106948,-477.11328006948
CC(C(=N)C(O)=CC1CCCNN1)N(O)O,-797.69347571597,-797.75469171597,-798.00034271597,-797.71052471597,-797.69441971597
CC(=N)C(N)OC=N,-396.97993159676,-397.02262459676,-397.13163259676,-396.98960459676005,-396.98087559676003
C=CC=C(N)NC,-305.71340969066,-305.75469569065996,-305.87088569066,-305.72260469066,-305.71435369065995
CN=C(C)CC#CO,-363.61517874833,-363.66285274833,-363.76417874833,-363.62633474833,-363.61612374833
C=C(C)NO,-248.21887994023,-248.25481594023,-248.32716394023,-248.22592994023,-248.21982394023001
CNC(=N)C(N)N,-339.03247132439,-339.07439132439,-339.19189032439,-339.04185432439,-339.03341532439
