smi,h,f,spe,zpe,u
C=NC=CCNN,-321.87647407099996,-321.91787707099996,-322.022267071,-321.885363071,-321.87741807099997
C=C(CC(C)(C)C)NC,-369.598230742,-369.64622674199995,-369.849342742,-369.61038574199995,-369.599174742
NC1CNC1C(=O)O,-417.067437953,-417.10933195300004,-417.208158953,-417.07628095300004,-417.068381953
C=CC(C)C,-196.399408447,-196.436145447,-196.543290447,-196.406807447,-196.40035244700002
CN=CNN(C(O)O)C(C(N)O)N(C)C,-777.315936142,-777.3785581420001,-777.628126142,-777.3341651420001,-777.316881142
CC(C)(OOC1=NC=CC=N1)C(O)(O)CN,-816.847244736,-816.905124736,-817.116514736,-816.863554736,-816.848188736
C=C(O)ON(C)C=NC,-456.271930268,-456.318065268,-456.437906268,-456.282922268,-456.272874268
CCC(=O)N(N)N,-359.056356714,-359.099250714,-359.202609714,-359.065941714,-359.057301714
CN=C(CC(N)=CC=CC(=N)N(C)C)N(C)C,-744.492728416,-744.564873416,-744.864764416,-744.514330416,-744.493672416
COC=O,-229.018017538,-229.050249538,-229.085305538,-229.023481538,-229.018961538
CC(CN1C=CN=C1)=C(N)C(=N)CN(C)C=N,-758.1964242480001,-758.262503248,-758.511062248,-758.215444248,-758.197368248
CC(=O)N(C=O)C=C(C)OC(C)NNN(C(C)=O)C(C)=O,-1064.1434234699998,-1064.2213894699998,-1064.49996447,-1064.1677624699998,-1064.14436747
CN=CNCC(=NC)C(C)C(=N)NC1CCOOC1,-894.885374615,-894.956792615,-895.269671615,-894.906947615,-894.8863186149999
C=C(C=N)C=NO,-340.567973025,-340.608580025,-340.676592025,-340.576404025,-340.568918025
CC(=O)OC(=O)ON=C(N(C)C=O)C(N)(N)N,-924.2318378040001,-924.298400804,-924.481946804,-924.251384804,-924.2327818040001
CC(=O)OCC(C)C(=NO)NC1=CN=CN=C1,-833.911125936,-833.9754379359999,-834.176982936,-833.928960936,-833.912069936
C=NOC(=CC(C)=O)C(=O)C(N)(N)N,-718.380512776,-718.440688776,-718.601301776,-718.397270776,-718.381457776
C=C(C)OC(C)N,-326.969297251,-327.01111525100004,-327.137338251,-326.978724251,-326.970241251
C=C(C=CC1=CN=CO1)CC(=O)NN=C(C)N,-796.774893521,-796.838596521,-797.040233521,-796.792546521,-796.775837521
CC(C)(N=C=O)NN,-397.17489365299997,-397.219084653,-397.326570653,-397.18486765299997,-397.175837653
CC(=N)C(=N)C(C)N,-361.225639993,-361.270108993,-361.401320993,-361.235888993,-361.226583993
COCC(C)(O)C(C)=C(O)CNC(C)=O,-747.900884506,-747.964923506,-748.211231506,-747.919458506,-747.901829506
C#CCOO,-266.938485275,-266.973944275,-267.009432275,-266.945227275,-266.939429275
C=C(OC1=CN=CC=N1)N(C#N)NN,-675.007646107,-675.062043107,-675.183991107,-675.021311107,-675.008590107
CN=CCC(NC1=NOC=C1)C(O)NC,-721.72874433,-721.78969233,-722.00608933,-721.74536133,-721.72968833
CC(N)=COC=O,-361.728571898,-361.768626898,-361.849379898,-361.737100898,-361.729515898
CC(=O)NCC=C(O)C(N)(N)N,-606.352079676,-606.4062366759999,-606.588318676,-606.366443676,-606.353023676
CC(C#N)C1=NC=CO1,-416.83453823,-416.87710023,-416.95706823,-416.84351923,-416.83548223
O=CCC1=CC=CN=N1,-416.81240397199997,-416.854902972,-416.933949972,-416.821046972,-416.813347972
C=NONC=CCC(=O)OC,-569.5585279549999,-569.6115259549999,-569.737009955,-569.571568955,-569.5594719549999
CC(N)=NCCN(C)N(C)C(O)(O)O,-722.0074423939999,-722.0687613939999,-722.298804394,-722.024924394,-722.0083863939999
CC=CNC#N,-265.398205398,-265.43703339800004,-265.501614398,-265.406181398,-265.399149398
CC#CO,-191.80551435799998,-191.837494358,-191.871769358,-191.811248358,-191.806458358
CC(=O)CC1OO1,-381.508491133,-381.550071133,-381.614785133,-381.51701613299997,-381.509435133
CC(=O)OC(=O)OC(=O)C(=O)C=COC1CON1,-1004.6749599899999,-1004.74216999,-1004.88213199,-1004.6933439899999,-1004.6759039899999
CNC(=N)C=CN(N)NNC=N,-581.3072566410001,-581.360503641,-581.532506641,-581.321154641,-581.3082006410001
CN=CN(OC1COCO1)C(N)=NC(N)=O,-848.982794095,-849.045573095,-849.229545095,-849.000045095,-848.983738095
C=NCC(C)N(C)C,-346.33757376600005,-346.38310476600003,-346.546830766,-346.348440766,-346.33851776600005
C=CCCON=CC,-364.993613616,-365.04018261600004,-365.166652616,-365.004238616,-364.994557616
CC(=O)N(CN(CC1CCCNO1)N(C)N)C(C)=O,-932.039807043,-932.108014043,-932.424020043,-932.0604380430001,-932.040751043
C=C(NOC1CCNCO1)C(C)NC(=O)NC=O,-911.512395749,-911.577957749,-911.832324749,-911.531320749,-911.513339749
CN=C(CC(C)=NO)C(CC(N)=O)=C(C)N,-761.058560962,-761.123910962,-761.363892962,-761.077812962,-761.059505962
CNN=NC1CCCNO1,-491.695878147,-491.743197147,-491.895505147,-491.706923147,-491.696822147
N#CC(CC1C=CC=C1)C(O)=CC1COCCO1,-823.792989597,-823.857271597,-824.100380597,-823.810523597,-823.793933597
C=C(NC=N)N(C=O)CC#CC1=CN=CN1,-736.386584277,-736.444884277,-736.611911277,-736.402198277,-736.387528277
CC=CC(C)(O)O,-346.858039064,-346.899392064,-347.013081064,-346.867356064,-346.85898306400003
CCOC(N)(CC(=O)NC=O)CC1=CC=NO1,-855.006038105,-855.0700521050001,-855.282502105,-855.024048105,-855.006982105
NN1C=C(CC2=CN=CO2)N1OC1=CN=CN=C1,-865.644876113,-865.704601113,-865.868461113,-865.6607571129999,-865.645820113
C=C(C)C(=C)CC(N)=O,-403.173240854,-403.21950685400003,-403.353634854,-403.184126854,-403.17418485400003
CC(=O)N(CNC1(CON=C(C)C)NO1)C(C)=O,-911.449519951,-911.5182049509999,-911.764363951,-911.470048951,-911.450463951
CON(O)C(C)C(C)C,-442.580670781,-442.629477781,-442.805984781,-442.593083781,-442.581614781
C=NOCOC(=O)ON(C)C=N,-660.8328775250001,-660.8870375250001,-661.004942525,-660.8464655250001,-660.8338215250001
C=C(C(=O)O)C(CC(=O)NC=O)C(=O)OC=NO,-984.867491543,-984.935137543,-985.088275543,-984.886649543,-984.868435543
C=C(OC)N(O)CC,-402.12222458699995,-402.16708958699996,-402.295124587,-402.132768587,-402.12316858699995
C=NC(CC(C)NON=CC)OON=C(C)C,-837.228144178,-837.298880178,-837.557105178,-837.2494031780001,-837.229089178
N=C1CC(O)C1,-286.469076385,-286.505290385,-286.583827385,-286.475936385,-286.470021385
C=C=CN(C=NO)C(C)=C(C)CC1=CNN=C1,-760.722335306,-760.788444306,-761.009224306,-760.7415853059999,-760.723279306
NN1CC1C(=O)O,-377.739801619,-377.77914461899996,-377.848951619,-377.747764619,-377.740745619
CNCC(=O)OC=O,-436.966157086,-437.010720086,-437.092326086,-436.975976086,-436.967101086
C=C(N)NCC(=N)N(C)C,-455.848181791,-455.898810791,-456.071708791,-455.861016791,-455.849126791
O=COC1=CC=NC=N1,-452.801587339,-452.841331339,-452.900033339,-452.809418339,-452.802531339
C=C(CCO)NC,-326.960166998,-327.001584998,-327.129405998,-326.969295998,-326.961110998
O=C=CC1CN1N=O,-414.550334053,-414.591996053,-414.639284053,-414.558923053,-414.551278053
CNC(=N)CC(=CC(C)O)ONC=N,-683.625986786,-683.685915786,-683.896020786,-683.642567786,-683.626930786
C=C(OC1=CC=NO1)C(COC)=C(C)N,-724.347598953,-724.4074149529999,-724.598504953,-724.363991953,-724.348542953
CC(=O)CN(C)C(O)=CON=C(C)C,-687.4619862229999,-687.525353223,-687.728357223,-687.479524223,-687.462930223
CNC(=N)COCN,-398.359459811,-398.404739811,-398.535140811,-398.370017811,-398.360403811
CCC(=O)NC1=CC=CC=C1,-479.403927259,-479.452754259,-479.598723259,-479.415253259,-479.404871259
C=CC=C(N)C(=N)N,-360.033786317,-360.07649331700003,-360.185762317,-360.04346331700003,-360.034730317
CC1(CC=N)NO1,-341.75589167,-341.79652967,-341.88802367,-341.76438466999997,-341.75683567
CC(NO)C(=O)O,-398.837179945,-398.878397945,-398.958170945,-398.846011945,-398.838123945
CC(=O)NNCN,-359.084350841,-359.126639841,-359.230938841,-359.093648841,-359.085294841
CN=CC=CN,-266.587135557,-266.626787557,-266.714620557,-266.595429557,-266.588079557
C#CC(C)(N)ON=CC,-419.106709524,-419.153756524,-419.272643524,-419.11829552399996,-419.107653524
CC(C#N)C(=O)O,-360.561471424,-360.601917424,-360.658949424,-360.569677424,-360.562415424
NC=NC(=O)O,-338.542506258,-338.578563258,-338.623223258,-338.549172258,-338.543450258
CC=NONC(=C(N)N=N)C(C)CC(C)=NC,-796.3609699680001,-796.4293679680001,-796.692800968,-796.381799968,-796.3619139680001
CC(C)=NONC(N)NOC=NO,-697.381206326,-697.440920326,-697.606625326,-697.397369326,-697.382150326
CC(=NC1CCCON1)C(O)=C(C)C=CC1=CC=NC=N1,-952.672799411,-952.7440134110001,-953.034371411,-952.693468411,-952.673744411
O=CCC1=CNN=C1,-378.73652187,-378.77787187,-378.85298187,-378.74466387,-378.73746587
CN1C(=NNC=N)C1(O)NC1CCNNC1,-773.178094732,-773.242117732,-773.474258732,-773.195840732,-773.179038732
CNC(=O)N=C(C=O)C(C)CCC1=CC=NO1,-817.8496034640001,-817.913967464,-818.125967464,-817.8677164640001,-817.850548464
O=COC(=NOC1CCC1)OC1=NOC=C1,-834.280894415,-834.342327415,-834.489507415,-834.296392415,-834.281838415
C=NOCN,-264.399071773,-264.434624773,-264.496254773,-264.40577977299995,-264.40001577299995
NON1CCOCC1,-418.137100655,-418.177302655,-418.300284655,-418.145584655,-418.138044655
COC(=O)CN(C)C=C(N)C(O)OC(N)=O,-854.077147168,-854.1392701679999,-854.347386168,-854.095115168,-854.0780911679999
C=C(CC=O)C(=CC1=CN=CN=C1)CC1=NC=CN1,-835.8452811059999,-835.910038106,-836.124170106,-835.863026106,-835.8462261059999
C=C(C)NN,-228.481058169,-228.517009169,-228.602745169,-228.488161169,-228.482002169
CCC=NO,-248.350713497,-248.386941497,-248.458440497,-248.357766497,-248.351657497
CC(=O)N(C)CC(=O)C=CC(=N)N(C)C,-705.73475414,-705.80058414,-706.02211814,-705.7532251399999,-705.73569914
N=CNNC(N)=O,-373.969648859,-374.011018859,-374.079818859,-373.978619859,-373.970592859
C=CCN(NN=C(C)C)OC1CCCNN1,-742.2265970139999,-742.291309014,-742.567716014,-742.244982014,-742.2275410139999
CC(C)C1CC1C(O)O,-425.423711593,-425.47108059299995,-425.639094593,-425.435242593,-425.42465559299995
CNC(=O)CC(=O)NC=O,-530.4489489440001,-530.499408944,-530.600401944,-530.460780944,-530.449892944
CC(=O)N(C)CN=NN(C(N)=O)C(C)=C(N)N,-848.529800937,-848.597392937,-848.829704937,-848.550014937,-848.530744937
CCC(=O)CC(=CC(=O)O)OC(=N)N,-722.3163916100001,-722.3760696100001,-722.53840561,-722.33226061,-722.31733561
CC(=O)N(CCN)C(C)=O,-495.67761471299997,-495.72694471299997,-495.876541713,-495.689836713,-495.678558713
O=CCC1=CC=NN=C1,-416.808997008,-416.851951008,-416.930534008,-416.817705008,-416.809941008
CN=C(C)OCC(=O)CC(C)=NC(=O)OC(C)=O,-914.210273609,-914.282275609,-914.500481609,-914.2314876089999,-914.211217609
COCC(C)(COOC)C(N)=O,-631.13892559,-631.1946875900001,-631.38265759,-631.15418259,-631.13986959
C=NC(NC(N)(O)CC(C)=NC)C(=C)C,-687.0037397560001,-687.067250756,-687.325931756,-687.0222457560001,-687.0046847560001
CC=C(CNC=NC)N(C)C(=N)NC1CCOOC1,-894.879488175,-894.9494061749999,-895.263596175,-894.900891175,-894.880432175
CC=NOC=CCCN=O,-494.294906759,-494.345808759,-494.466668759,-494.30712075900004,-494.295850759
CC#CNC1=CC=NO1,-416.74188874,-416.78471873999996,-416.86276774,-416.75122174,-416.74283274
CC(CNCN(C)C=N)=NO,-531.03079833,-531.08340433,-531.25974033,-531.04447933,-531.03174333
C=CCN(NC(=O)NC(C)=O)OC(=O)NC=O,-906.9950534339999,-907.0646254339999,-907.233647434,-907.014259434,-906.995997434
CN(C(=O)C(=O)CC1=NOC=C1)C(N)C1=CC=CN=N1,-964.2178308279999,-964.286309828,-964.490233828,-964.236946828,-964.2187748279999
C=COC1=CC=CN=N1,-416.793012307,-416.835160307,-416.914081307,-416.801704307,-416.79395630700003
COOC(C)(N)C=O,-438.043679026,-438.088427026,-438.191446026,-438.054211026,-438.044623026
C=C(CC)N(O)OC,-402.08151951,-402.12618651,-402.25348351,-402.09199351,-402.08246451
CNCC(C)=O,-287.690716006,-287.730879006,-287.829013006,-287.699205006,-287.691660006
C=C(C(=N)NC(C)=O)C(C)NN=O,-643.170831768,-643.227173768,-643.386341768,-643.1858037679999,-643.171775768
CNC(=O)N=CC1C(=COO)N1O,-698.84074406,-698.89614106,-699.01811806,-698.85550906,-698.84168806
CNC(=O)CC1=C=C=C(CC=N)O1,-608.5730475519999,-608.6272655519999,-608.765450552,-608.586530552,-608.5739915519999
CC(=O)OC(=O)CC(=N)C#N,-567.300565261,-567.3533942610001,-567.432346261,-567.313018261,-567.301509261
C=CC(CN)(OC(=C)O)OC1=CC=NN=C1,-778.507590381,-778.567536381,-778.752495381,-778.5241383810001,-778.508534381
C#CC(=O)C(C)(CON=C(C)C)OCNC=O,-838.838217755,-838.9050137549999,-839.122485755,-838.858110755,-838.839161755
CC(=O)NC(=O)N=CCC(=O)NN(C)C=O,-831.815600865,-831.878224865,-832.049829865,-831.833195865,-831.816544865
CC(C=CN=N)C(=N)CNC1=NOC=C1,-699.411415791,-699.471424791,-699.652442791,-699.427056791,-699.412359791
CC(CC(=N)C=COO)=NN=C=O,-661.7757962740001,-661.836343274,-661.954264274,-661.791269274,-661.7767402740001
COC1CCNCN1,-382.302957665,-382.343953665,-382.492347665,-382.311777665,-382.303901665
CC(=O)N(C)NC(C)(N)C(C)(O)OCN(C)C,-839.865348191,-839.933893191,-840.246595191,-839.886410191,-839.866292191
CC(C)(CN1CCCCO1)OC(C=O)C1C=CC=C1,-865.424802668,-865.490744668,-865.806731668,-865.444274668,-865.425746668
C=C(C(=CNC)NC1=CC=NN1)N(O)O,-736.51533289,-736.57437189,-736.75569389,-736.5315618899999,-736.51627689
C=NOCC(C)=O,-361.66493525600004,-361.706935256,-361.783393256,-361.673858256,-361.665879256
CC(=N)CC#N,-265.416296148,-265.454630148,-265.519780148,-265.423868148,-265.417240148
CC(O)(C=O)CN,-362.917773366,-362.958997366,-363.061819366,-362.926950366,-362.918717366
O=CN(C=O)C1NC(=O)N(C2CCNNC2)C(=O)C1=O,-1038.55703951,-1038.62276051,-1038.83119751,-1038.57574151,-1038.55798351
CC(N)=NO,-264.424987463,-264.46119546299997,-264.522002463,-264.43211146299996,-264.425932463
C=C=C(C)C=CN,-288.597626047,-288.63909404699996,-288.741704047,-288.60689804699996,-288.598570047
COC(C)N(O)C(C)C,-442.61596370499996,-442.665524705,-442.841749705,-442.62849970499997,-442.61690870499996
C=NOCN(CCC)C(N)N,-532.213845595,-532.267697595,-532.466446595,-532.227971595,-532.214789595
C=CC(C)=C(N)CN,-345.158944353,-345.20404635299997,-345.346536353,-345.169663353,-345.159889353
C#CNN=O,-261.939437897,-261.973293897,-261.986846897,-261.945623897,-261.940381897
CC(=O)OC(=O)CC=N,-475.06792853999997,-475.11613854,-475.19938254,-475.07881354,-475.06887254
N#CCOC1COCOC1,-514.2908416600001,-514.33673566,-514.45498066,-514.30104466,-514.2917856600001
N#CCC(=N)C=N,-319.548951926,-319.588392926,-319.647194926,-319.556896926,-319.549895926
CCC(O)C(N)=O,-362.955216771,-362.997135771,-363.100008771,-362.964468771,-362.956160771
C=CC(=O)NN1CCCCO1,-533.649606256,-533.697626256,-533.854603256,-533.661150256,-533.650550256
NCON,-226.310007893,-226.343406893,-226.402613893,-226.31608489299998,-226.31095189299998
CN(C)CO,-249.58224342699998,-249.618674427,-249.714984427,-249.589541427,-249.58318742699998
CC(=O)OCN,-323.663004455,-323.702273455,-323.778687455,-323.670941455,-323.663948455
C=C(N)C(NC(C)=O)C(C)(N)C=CC(=O)OC(C)=O,-933.6124361750001,-933.684704175,-933.946932175,-933.634518175,-933.613380175
N#CNCC(=O)NC=O,-470.03633865399996,-470.08222465399996,-470.146429654,-470.04649865399995,-470.03728365399996
C=NC(C)OC(=N)NC(=O)N(C)C,-644.4219939889999,-644.480277989,-644.661933989,-644.437730989,-644.4229379889999
N=CNC(N)=NNN(C=O)C=O,-636.022073426,-636.075952426,-636.185718426,-636.035392426,-636.023017426
C=C(C)CC(N)C=N,-345.158640845,-345.204108845,-345.345521845,-345.169161845,-345.159584845
CN(C=CNC=O)C(N)C(=N)NC1=CN=CN1,-810.2216123219999,-810.2847513219999,-810.501409322,-810.239370322,-810.222556322
C=C(CO)OCOC=O,-496.104751505,-496.151095505,-496.248695505,-496.115252505,-496.105695505
C=NONC=O,-338.387535151,-338.424897151,-338.464422151,-338.39473115100003,-338.388479151
C1=NN=CC(ONNNCC2=CN=CO2)=C1,-789.466499898,-789.523527898,-789.678682898,-789.481186898,-789.467443898
C=CC=C,-155.901406395,-155.93339739500001,-155.992039395,-155.906972395,-155.902350395
CC(=C=N)C=C=N,-303.446685351,-303.487455351,-303.554302351,-303.455395351,-303.447629351
ONCC1=NC=CN1,-395.952140168,-395.992404168,-396.081554168,-395.960382168,-395.95308416800003
CN=C(C)CC=N,-305.873461608,-305.917562608,-306.029537608,-305.883173608,-305.874405608
COCC(C)=C(C)C(=O)CNC(C)=O,-671.478365627,-671.543148627,-671.758385627,-671.496335627,-671.479310627
CC(=O)N(CO)C(C)=O,-476.281708182,-476.327680182,-476.438204182,-476.292353182,-476.282652182
C,-40.4708483423,-40.4943223423,-40.5192743423,-40.4746613423,-40.4717923423
CN(C)CN(CC(C)(C)C)NN=CN,-630.1820436789999,-630.2444036789999,-630.534282679,-630.200290679,-630.1829876789999
CC(=O)NNC(C(=O)OC(N)=O)C1CN1,-793.6939346730001,-793.754651673,-793.923223673,-793.710423673,-793.6948796730001
C#CC(C)N,-211.214915126,-211.250635126,-211.324021126,-211.22195612599998,-211.215859126
C=CC(N)NON=C,-397.04250285899997,-397.08665585899996,-397.191991859,-397.052402859,-397.04344685899997
CNC(=O)CC(=O)C=O,-475.064231694,-475.112330694,-475.196265694,-475.07516369399997,-475.065175694
CC(=N)C(N)=O,-302.580557862,-302.618506862,-302.684165862,-302.588179862,-302.581501862
C=C(CN1CCN1)C(=CC1OCCCO1)N=N,-799.00028765,-799.06316265,-799.31302365,-799.01756065,-799.00123165
NNCNC=O,-319.785242272,-319.82485627200003,-319.902580272,-319.79312727200005,-319.786186272
CC(=O)OC(=O)C=C(C=CC1NCO1)OC=O,-893.5517347929999,-893.618352793,-893.778117793,-893.569849793,-893.5526797929999
O=COON(C=O)C(=O)OC=O,-735.374506615,-735.426471615,-735.472437615,-735.387074615,-735.375450615
C=C(O)OC(=O)NC,-436.97588601,-437.01859501,-437.10124801,-436.98503001,-436.97683001
C=C(C)C=N,-211.253365511,-211.288446511,-211.362214511,-211.25999251099998,-211.254309511
C=C(CC1COCOC1)C(=C)N=NC1=NOC=C1,-855.819522475,-855.883271475,-856.101755475,-855.836717475,-855.820467475
C=C(CC(=CN1CCNC1)CC(=O)N(C)C)C(N)=O,-877.7533055409999,-877.826085541,-878.127168541,-877.7747385409999,-877.7542495409999
N=C(N)C(=CC=O)CCO,-494.435470064,-494.483092064,-494.610751064,-494.446702064,-494.436414064
CN=C(C)CN,-267.79347430700005,-267.834462307,-267.944263307,-267.80239830700003,-267.794418307
CN=C(C)CCCC(=N)C=NC(=O)NC,-685.858232185,-685.922603185,-686.158409185,-685.876462185,-685.859176185
C=NOCN(C(=O)O)C(C)CC1=CC=NN=C1,-833.870134562,-833.930122562,-834.134870562,-833.8869635619999,-833.871078562
CCN(ON(C)C=O)C(O)CC#N,-664.199438818,-664.258871818,-664.425526818,-664.215400818,-664.200382818
C=C(C)C(C)(C)C,-274.97626362,-275.01857162,-275.17902562,-274.98604362000003,-274.97720762
NOC=C(N)C(=O)O,-452.956956896,-452.999082896,-453.072630896,-452.966249896,-452.957900896
C=CNOC=O,-322.37962335699996,-322.41775935699997,-322.469762357,-322.38691235699997,-322.38056735699996
C=NOC=C(C)O,-361.64869120599997,-361.68931020599996,-361.767853206,-361.657302206,-361.64963520599997
N#CN(O)CC1COOC1,-530.2116306519999,-530.2569356519999,-530.362380652,-530.221871652,-530.212574652
CC1(NCO)N(C2=NC=CC=N2)C1(N)N=N,-770.8683786959999,-770.925006696,-771.116513696,-770.884055696,-770.8693226959999
C#CC(N)NC=NC,-359.97846766099997,-360.023066661,-360.129423661,-359.988907661,-359.97941266099997
O=CC(=O)O,-303.055069791,-303.089040791,-303.103816791,-303.060877791,-303.056013791
O=C1C(=O)N1C1CNCO1,-529.150423476,-529.1962864760001,-529.278649476,-529.160229476,-529.151368476
C=NOCC(=N)CC1=CC=CN=N1,-604.798462412,-604.8513144120001,-604.991105412,-604.811383412,-604.799407412
CC(=O)N(C)N=C(C(=O)CO)C(C)O,-723.454636952,-723.515147952,-723.698771952,-723.471407952,-723.455580952
CCC(CC#N)N(O)ON(C)C=O,-664.165823163,-664.2233451630001,-664.391593163,-664.1813331630001,-664.166767163
N=C(O)CO,-284.377080244,-284.413448244,-284.462386244,-284.383956244,-284.378024244
COC(=O)CN=C(C)ON(C=O)C=O,-758.1901496329999,-758.2514336329999,-758.385464633,-758.206455633,-758.1910936329999
C=CC(NC(C)=N)(ON)ON=C(C)C,-683.576269936,-683.637952936,-683.843011936,-683.593915936,-683.577213936
C=C(C)C(=C)CC(=O)OC,-462.325787779,-462.376088779,-462.523007779,-462.338080779,-462.326731779
CN(OC1OO1)C(N)=CC=N,-585.539950494,-585.589631494,-585.706369494,-585.552279494,-585.540894494
NNNC(C(N)=O)C1CCOO1,-642.131850281,-642.1811242809999,-642.344647281,-642.144221281,-642.132794281
CC1=NC(CO)(NC2CCCOO2)N1N,-758.779163538,-758.838549538,-759.055378538,-758.795582538,-758.780107538
C=CC(C)C(N)O,-326.96625051999996,-327.00818252,-327.13478352,-326.97571852,-326.96719551999996
CC(=O)N(C)CN(C#CC(N)=O)C=N,-681.297525728,-681.3604907280001,-681.520804728,-681.3145077280001,-681.298469728
CC(CCC=C(O)C(C)=NC1=CC=CN=N1)=NO,-836.006054584,-836.068422584,-836.299297584,-836.024039584,-836.006998584
CON,-170.961808868,-170.992714868,-171.035099868,-170.967153868,-170.962752868
CC(=O)NCCC(=O)C(N)(N)N,-606.3645124430001,-606.418939443,-606.600930443,-606.3791534430001,-606.3654564430001
C=CCC(ON(C)C(C)=O)C(=O)CC(C)=O,-784.745764547,-784.813461547,-785.035751547,-784.765173547,-784.746709547
O=C(CC1=NC=CN=C1)OC(=O)C(=O)CC1=CC=CC=C1,-988.988801071,-989.058029071,-989.254896071,-989.0079680709999,-988.989745071
O=CN(C=O)C=CNC(O)=NCC1CCOO1,-890.8653476650001,-890.929112665,-891.117389665,-890.882837665,-890.8662916650001
NC(N)O,-226.375952667,-226.40878366700002,-226.468688667,-226.381866667,-226.376897667
N=NCC1CCOO1,-416.918832253,-416.960323253,-417.056842253,-416.927414253,-416.919776253
C=NOC=C(CC1=CC=CC=C1)N=CC,-650.093266189,-650.154416189,-650.344809189,-650.109187189,-650.094211189
C=NOC12N(C=NC)C3N1C32O,-602.5232815009999,-602.574157501,-602.682313501,-602.5359815009999,-602.5242255009999
CC(C)(C)OCC(N)C=O,-480.766567389,-480.819432389,-480.998830389,-480.779939389,-480.767511389
C=CN(N)N(CON=C)C(N)(N)N,-657.678480022,-657.7339370220001,-657.930729022,-657.693875022,-657.679424022
O=CNN=C1C=C1,-339.350819749,-339.388874749,-339.435014749,-339.358321749,-339.351763749
N#CCOC1=CN=CN=C1,-470.968206589,-471.011578589,-471.085273589,-470.977375589,-470.969150589
CNC(=O)CC(C#N)C=N,-473.378946055,-473.429018055,-473.543047055,-473.390955055,-473.379890055
CCN(O)C(C)O,-364.061651791,-364.103698791,-364.229022791,-364.07127279099996,-364.062596791
COC(O)C(N)N,-380.161694518,-380.20328651799997,-380.319863518,-380.17100851799995,-380.162639518
CN(C)N(C)C(=CC1=CC=NO1)OC1=NOC=C1,-871.86980175,-871.93449275,-872.13883775,-871.88782675,-871.87074575
CN=C(C)ONC(C)(CN(C)C)C(=O)NC,-763.416123382,-763.486480382,-763.767861382,-763.4368753819999,-763.417068382
CC(=O)OC(=O)C(=N)NC=O,-604.4686325609999,-604.518417561,-604.600649561,-604.480606561,-604.4695765609999
COOCC(=O)C(N=CN)NC(O)O,-776.556945069,-776.6178360690001,-776.788966069,-776.573740069,-776.557889069
CC(=COC=O)N(C)C(O)O,-590.741953475,-590.794297475,-590.933310475,-590.755222475,-590.742897475
CC=NON=C(C)C=NNC(=O)OC,-718.335113244,-718.396638244,-718.554327244,-718.351782244,-718.336057244
CC(=O)CN=O,-322.368569283,-322.408264283,-322.457055283,-322.376401283,-322.369513283
CNNN(C)C,-284.973824232,-285.013910232,-285.136383232,-284.982500232,-284.97476823200003
COC(=O)OC(=CO)CN,-551.468920938,-551.517653938,-551.632124938,-551.480549938,-551.469864938
N=CNCN(CC(=O)OC1=CC=NO1)NO,-847.707375342,-847.7670453420001,-847.930882342,-847.723216342,-847.708319342
O=CC(=O)OC1CCCC1,-498.292050114,-498.339987114,-498.467053114,-498.302799114,-498.292994114
C=NC(C=O)=CC1CNN1,-473.247439463,-473.29312646299996,-473.410530463,-473.258035463,-473.248384463
CC(=O)N(C)C=C=CN(C(C)=C(C)C)N(C)C(C)=O,-861.636197971,-861.713772971,-862.016129971,-861.6603939710001,-861.637142971
CC(=O)CN(NC(=O)N(C)C)NC1=CN=CN=C1,-869.358556873,-869.427537873,-869.653432873,-869.378127873,-869.359501873
CN=CNCC(=N)C(C)NC(N)=NC,-643.923627635,-643.985267635,-644.219098635,-643.941103635,-643.924571635
CC(=O)C=O,-267.097580495,-267.133375495,-267.169114495,-267.104205495,-267.098524495
CC=NOC=C=C(O)NNC=NC,-643.066194394,-643.125914394,-643.280459394,-643.0822643939999,-643.067138394
NON(C=O)C=O,-413.634997942,-413.67503394199997,-413.718928942,-413.643227942,-413.635941942
CC(=N)NC(=O)C(=CNC=N)N(C)N,-678.652573151,-678.712086151,-678.900901151,-678.668850151,-678.653518151
CNC(=N)CN(O)NN,-469.663538871,-469.710879871,-469.844987871,-469.675094871,-469.664482871
CC(=O)OC(=O)C=CN,-475.09019392799996,-475.136849928,-475.222524928,-475.100849928,-475.09113792799997
CN=C(C)CCC(=N)CC=NC(=O)NC,-685.8594760780001,-685.924590078,-686.159190078,-685.877872078,-685.8604200780001
C=CN(C)CC1=CN=CC=N1,-475.502366627,-475.550846627,-475.696469627,-475.513783627,-475.503310627
O=CCCC1CCONC1,-479.52650105600003,-479.573495056,-479.737782056,-479.53735005600004,-479.52744505600003
CCNC=O,-248.429692194,-248.466243194,-248.539353194,-248.436640194,-248.430636194
CNC(=O)OC(C)C(=NC(N)=O)C(C)CN,-798.280214789,-798.346741789,-798.587253789,-798.299786789,-798.281159789
C=C(NC(O)(O)O)C(N)(C#N)CC(C)=O,-777.629007698,-777.689295698,-777.867025698,-777.646468698,-777.629951698
O=C1NC1=O,-281.931434587,-281.964075587,-281.967503587,-281.936855587,-281.932378587
CN(C#N)CC1=NC=CC=N1,-490.380018013,-490.42764101299997,-490.539575013,-490.39090101299996,-490.380962013
C=C1CC1(C)N,-250.50272634,-250.54051734,-250.64042334,-250.51061234000002,-250.50367134
C=CC(=C)C(C)=NO,-363.800074979,-363.843742979,-363.949500979,-363.809953979,-363.801018979
