smi,h,f,spe,zpe,u
CN=CNC(=O)N(C)OC1=CC=NN1,-697.324076258,-697.3826652580001,-697.535059258,-697.3392582580001,-697.325021258
C=NOCC(C#N)(CC1=CC=CN=N1)NN(C)C,-832.0942281690001,-832.159907169,-832.387781169,-832.113082169,-832.0951721690001
CC=NON(C=O)C(C=N)N=N,-619.814390763,-619.869138763,-619.985103763,-619.8284197629999,-619.815334763
CC(OC(=O)NC=O)C(=N)C(=O)C(O)O,-833.486037237,-833.547381237,-833.689858237,-833.5026502369999,-833.486981237
CN(O)C(=O)NO,-414.830445031,-414.871717031,-414.938204031,-414.839455031,-414.831390031
CN(C=N)C(=N)N,-338.017885844,-338.05800784400003,-338.152420844,-338.026392844,-338.018829844
CN=C(CC(NO)C(C)=CNC=N)N(C)C,-742.297239826,-742.366238826,-742.639296826,-742.317595826,-742.298183826
NNC1=CNN=C1,-336.774551413,-336.81195341299997,-336.886945413,-336.781805413,-336.775495413
CC(=O)CC(C)(CC(=O)NC(C)=O)C(O)OC(=N)N(C)C,-1049.3511703800002,-1049.4282513800001,-1049.74535138,-1049.3756233800002,-1049.35211438
CN=C(N)N=C(C(C)CC1CCNOC1)C(N)ON,-912.119783089,-912.190470089,-912.516833089,-912.141455089,-912.120727089
CCN(COOC)CC(C#N)=NC1NCCCN1,-855.559826002,-855.6282040020001,-855.914509002,-855.5798470020001,-855.560770002
C=CC(CC(C)NC(=N)NC)NOC=O,-722.937835834,-723.001592834,-723.238140834,-722.955798834,-722.938779834
CN(N)C#N,-243.333473384,-243.36893738400002,-243.419936384,-243.340258384,-243.334418384
CC(=N)CN(C=N)C(N)=NC1CCNO1,-717.910646802,-717.971544802,-718.188681802,-717.926959802,-717.911590802
NC(=O)NC=NO,-393.83357047,-393.87372147,-393.93145447,-393.84205247,-393.83451447
C=C(C(N)=O)C(N)NN=C=O,-564.6372309870001,-564.6874829870001,-564.795921987,-564.649586987,-564.6381759870001
CC(C=O)CC1COCOC1,-538.74119305,-538.79050405,-538.97008605,-538.75318005,-538.74213705
CC(C)=NCC(=O)C=O,-439.088665264,-439.136641264,-439.242611264,-439.100008264,-439.089609264
NC(O)=CO,-284.331789731,-284.367152731,-284.417057731,-284.338566731,-284.332733731
CC(C#N)OC(=N)NC1=COC=N1,-640.835438145,-640.889272145,-641.005565145,-640.848646145,-640.836383145
CC(=O)C(C)(CC(O)ON=N)CC1CNCO1,-857.3112315210001,-857.375465521,-857.635325521,-857.329729521,-857.312175521
COONC1=CC(=CC=NO)CC=C1N,-740.2667971379999,-740.327113138,-740.505070138,-740.2835491379999,-740.2677411379999
N=C(C=O)CCO,-361.708868119,-361.749114119,-361.829898119,-361.717184119,-361.709812119
CNC(=O)N=C(NOO)C(N)=O,-676.940235342,-676.994908342,-677.102031342,-676.954079342,-676.941179342
C=C(C)C=C(C=CN(C)C=O)NC=O,-649.201052322,-649.260789322,-649.447043322,-649.217223322,-649.201996322
COCN(O)NN,-396.094676209,-396.136716209,-396.239551209,-396.103949209,-396.095620209
CC(ON1CN1)N(C)C=NC1CCCNN1,-758.284815096,-758.3477360960001,-758.615940096,-758.3022590960001,-758.285759096
CC(C=N)C(=O)NO,-417.03026322600005,-417.07373822600005,-417.168846226,-417.03997222600003,-417.03120722600005
N=COCO,-284.33502735900004,-284.36974235900004,-284.420905359,-284.341348359,-284.33597135900004
CC(=N)CC1=CC=NN1,-398.141722726,-398.185211726,-398.300544726,-398.151117726,-398.142666726
CC(C=CCN1CCCCN1)C(=O)CC(=O)O,-804.1953920899999,-804.2578500899999,-804.53202109,-804.2131320899999,-804.1963370899999
C=CC(C)=N,-211.253701839,-211.28892183899998,-211.362540839,-211.260360839,-211.254646839
CN(OC1CC1)C(=O)NOC=NO,-700.052089564,-700.108849564,-700.253619564,-700.066905564,-700.053033564
CN=CC=C(OCCON1C=CN=C1)C(C)=N,-797.867773175,-797.934416175,-798.155146175,-797.886269175,-797.868717175
NC(=O)OC=O,-358.432495931,-358.46920993099997,-358.499778931,-358.439298931,-358.43343993099995
N=C(N)NC(=O)CO,-433.163866672,-433.208148672,-433.291750672,-433.17360067199996,-433.164810672
CN=NCC=N,-282.595291576,-282.635156576,-282.709041576,-282.603266576,-282.596235576
CC(=N)C=O,-247.20241338,-247.23760837999998,-247.28682038,-247.20894238,-247.20335738
CC(=O)NOC(C)N(C=N)CN=C(C)C,-722.9448474830001,-723.008948483,-723.242822483,-722.963259483,-722.9457914830001
CC(CO)=NO,-323.584093026,-323.623539026,-323.697874026,-323.59241002600004,-323.585038026
CN(C)ON(C)NOC1CCON1,-682.4795975469999,-682.536988547,-682.740432547,-682.4948515469999,-682.4805415469999
C=C=NC1COOC1,-399.678013695,-399.720026695,-399.803368695,-399.686612695,-399.678957695
C=C(O)O,-229.000325828,-229.03297582800002,-229.066514828,-229.00608082800002,-229.001269828
CN=N,-149.897886137,-149.927245137,-149.958339137,-149.90257513699999,-149.898830137
C=CC(CC(C)=NC)=C(O)C(=N)CNC=O,-743.809642426,-743.875393426,-744.103191426,-743.828185426,-743.810586426
CN=CCC(C)C(=O)N(C)OC(C)=NO,-742.767532844,-742.8329298440001,-743.052190844,-742.7863308440001,-742.768477844
CNC(C)=NC1CCOCO1,-534.9130776220001,-534.963066622,-535.142554622,-534.9255916220001,-534.9140216220001
C=CNNC(=NC)N(C)C,-455.799140821,-455.851072821,-456.021216821,-455.812424821,-455.800084821
CN=C(C)C=COC=NON=C=O,-661.7573933360001,-661.816297336,-661.934232336,-661.7726993360001,-661.7583373360001
CN=CN(C)OC(=O)C(CN=O)C(C)=O,-777.497525759,-777.561598759,-777.733084759,-777.515469759,-777.498469759
OCCNN1CCCN1,-437.587463995,-437.631235995,-437.794031995,-437.59728999500004,-437.588407995
CC(=N)ON(C)NOC=O,-547.5225020930001,-547.572114093,-547.682102093,-547.5347550930001,-547.5234460930001
N=CCC1=CN=CC=N1,-396.94649663,-396.98869563,-397.08172063,-396.95512163,-396.94744063
NC(=O)C1(N)CC1NN1CCCO1,-644.3405416659999,-644.393069666,-644.582467666,-644.3541356659999,-644.3414856659999
CNC(=N)NNC#N,-392.11522351599996,-392.158821516,-392.244134516,-392.124934516,-392.11616751599996
CC(C)=NCC(=CN)OC(C)=NO,-628.284069831,-628.344207831,-628.534074831,-628.300581831,-628.285013831
C=C(N=N)C(=O)NC=O,-469.98875883299996,-470.032514833,-470.097520833,-469.99848483299996,-469.98970283299997
CC(=O)C(=NC1=CC=NN=C1)N(N)CC1=CC=NO1,-904.991942548,-905.058248548,-905.245358548,-905.010360548,-904.992886548
CCC(O)(O)NC=O,-438.183493479,-438.226781479,-438.333635479,-438.193335479,-438.184437479
CC(N)=NCC(=O)C=O,-455.15617511799996,-455.203737118,-455.299722118,-455.167194118,-455.15711911799997
CC(=O)N(CN1CCOCC1)OCC#CC1CCOCO1,-1031.89730732,-1031.97146832,-1032.28200332,-1031.91889032,-1031.89825232
CN(C)C(O)C=N,-343.003715209,-343.045169209,-343.160208209,-343.012966209,-343.004659209
C=CN(O)ON=C,-377.596847901,-377.636732901,-377.702123901,-377.605235901,-377.597791901
NC=NOC(=O)CCC1CCONC1,-703.5071282,-703.5616342000001,-703.7671992,-703.5214022,-703.5080722
O=CCNNC(=O)NC(=O)O,-621.7111562480001,-621.7621682480001,-621.856788248,-621.723250248,-621.7121002480001
C=CC(N)C(=N)N,-321.94447219399996,-321.985476194,-322.090827194,-321.95336419399996,-321.94541619399996
C=C(C#N)CC(=O)N(CO)NC(=O)NC=O,-830.600006246,-830.663203246,-830.811616246,-830.6171482459999,-830.600951246
CC(C)=NOCN,-342.987897631,-343.031048631,-343.143995631,-342.997586631,-342.988841631
CN=CN(C)CC(CO)(CN=C(C)C)N(N)O,-818.706476399,-818.773669399,-819.076809399,-818.727103399,-818.7074203990001
CNCN=C(N)N,-339.208414474,-339.249646474,-339.367611474,-339.217518474,-339.209358474
C=CC(NN=N)C(=N)NNC=N,-580.099202488,-580.153905488,-580.298351488,-580.1131634879999,-580.100146488
CN=CN(C)CC=C=N,-399.281181367,-399.329866367,-399.460841367,-399.292827367,-399.282125367
CC(C(=N)NC1=NC=CO1)=C(N)NC=O,-735.504421076,-735.561528076,-735.722667076,-735.519579076,-735.505365076
C=NOOC(=O)C(C)C(=N)N(C)C,-664.156960551,-664.216263551,-664.382070551,-664.172811551,-664.157904551
CC(C)C(=O)C(=O)O,-420.92663766100003,-420.971222661,-421.064591661,-420.936548661,-420.92758266100003
C=CON(C)C=NC,-381.031694974,-381.076542974,-381.192370974,-381.04216897400005,-381.032638974
CC(=O)ON=CC(C)C(C)=NO,-608.880658205,-608.938689205,-609.087993205,-608.8956052049999,-608.8816022049999
COC(C)N,-249.59190273800002,-249.628737738,-249.724719738,-249.59936573800002,-249.592846738
CN=CCCC=CNC=N,-438.593969523,-438.643259523,-438.805134523,-438.606020523,-438.594913523
CC(=O)N(C)ON=N,-433.014273586,-433.058961586,-433.137971586,-433.02453258599996,-433.015217586
CNN(C)C,-229.66365969100002,-229.700537691,-229.808004691,-229.671195691,-229.664603691
N=C(NO)NC1=CNN=C1,-505.426676401,-505.47171440100004,-505.568263401,-505.43681440100005,-505.427620401
C=C(O)C(N)=C(C)C,-365.051811632,-365.096432632,-365.225335632,-365.062458632,-365.052755632
CC(=O)C(O)OC=O,-456.86035309700003,-456.904640097,-456.973607097,-456.869993097,-456.86129809700003
CN(O)O,-246.156126996,-246.18860099600002,-246.233689996,-246.161870996,-246.157071996
CCC(C)(N)C=O,-326.982544905,-327.024848905,-327.150453905,-326.992184905,-326.983488905
CN(C=O)C(NC(=O)CC1=NOC=C1)C1=CC=CN=N1,-964.2443740809999,-964.314547081,-964.516596081,-964.263528081,-964.2453180809999
CCC(=O)OC(=O)OC=O,-570.206624833,-570.255428833,-570.331199833,-570.217996833,-570.207568833
CN=C(C)NC(CC(C)=N)=NC1CON1,-701.80609647,-701.86926247,-702.09420747,-701.82357947,-701.8070404700001
C=NOC#CCON(CC(C)=NO)C(C)=O,-815.480718573,-815.547145573,-815.721948573,-815.499782573,-815.481663573
CC(=O)N(C=O)ONCC1COCOC1,-798.601738313,-798.6618913130001,-798.853094313,-798.617606313,-798.6026823130001
CC(=O)NC=C(C=N)CC(=O)O,-607.804281434,-607.8603054340001,-607.991631434,-607.8181724340001,-607.805225434
CC=NON=C(N)C(N)=CC(=O)NC1CCCNO1,-945.680563123,-945.752096123,-946.004754123,-945.701339123,-945.681507123
C=C(N)N(O)CC,-342.965318406,-343.006598406,-343.121138406,-342.974600406,-342.966262406
CN(C)C(=O)N=C(CC(=N)O)NC=N,-698.592907955,-698.655454955,-698.828822955,-698.6095499549999,-698.593851955
COC(C)=N,-248.403978198,-248.440009198,-248.512722198,-248.410966198,-248.404922198
N#CC(=N)CN,-281.456971866,-281.494991866,-281.549768866,-281.46449786600004,-281.457915866
NC(=O)CCC(=O)O,-437.02368827799995,-437.067032278,-437.151604278,-437.03291927799995,-437.02463327799995
O=CNC=NO,-338.456881954,-338.494018954,-338.535603954,-338.464094954,-338.457825954
CC(=NC1NCCO1)C(C)C=NC=NO,-721.704088297,-721.7666412970001,-721.980138297,-721.7211302970001,-721.705032297
NCCO,-210.308156084,-210.341304084,-210.412497084,-210.31411308399998,-210.309101084
CC(C)=NOCC(C)(N)C(=O)N(N)CC(N)=O,-853.529938629,-853.597191629,-853.853498629,-853.550220629,-853.530882629
C=C(C=N)CC(N)=O,-379.946669021,-379.98889202099997,-380.086642021,-379.955815021,-379.947613021
CCC(N)(C=O)COO,-477.332653932,-477.379905932,-477.511269932,-477.344308932,-477.33359793200003
CC(C(=N)C(O)=CC1CCCNN1)N(O)O,-798.072164527,-798.1333805270001,-798.379031527,-798.0892135270001,-798.073108527
CC(=N)C(N)OC=N,-397.166235664,-397.208928664,-397.317936664,-397.175908664,-397.167179664
C=CC=C(N)NC,-305.877754104,-305.919040104,-306.035230104,-305.886949104,-305.87869810399997
CN=C(C)CC#CO,-363.795358344,-363.84303234400005,-363.944358344,-363.80651434400005,-363.796303344
C=C(C)NO,-248.341976691,-248.377912691,-248.450260691,-248.349026691,-248.34292069100002
CNC(=N)C(N)N,-339.205390659,-339.247310659,-339.364809659,-339.214773659,-339.206334659
COOCC(=N)CO,-438.025267289,-438.071070289,-438.173869289,-438.035665289,-438.026212289
CNC(=O)ONC(=O)C(C)C=NOC(C)=O,-852.815219779,-852.882846779,-853.059061779,-852.834138779,-852.816163779
COCNC(=NO)OC1=NOC=C1,-698.93674427,-698.99242427,-699.11726127,-698.9505362699999,-698.93768827
C=C=CC,-155.88541643000002,-155.91836243,-155.97513043,-155.89141143,-155.88636043
CN=CN(C)CNN=N,-432.557035946,-432.60491194599996,-432.738056946,-432.56850594599996,-432.557979946
CC(=O)N=C(C)C(O)(O)O,-551.49581807,-551.54684907,-551.65541007,-551.50856307,-551.49676207
O=C(O)NOC=NO,-488.870687444,-488.913034444,-488.960648444,-488.879763444,-488.871631444
CONC1(OC(=O)NC=O)C(=N)N1C,-754.306057127,-754.366211127,-754.503006127,-754.3221201270001,-754.307002127
O=CNC=C(O)CC(=O)CCC1CNCN1,-780.9699290140001,-781.0333270140001,-781.266317014,-780.987148014,-780.9708730140001
CNC(=O)CC=O,-361.751001723,-361.791718723,-361.871276723,-361.759595723,-361.751945723
CC(=NO)NC(=O)C(=NO)OC=NO,-790.1807461459999,-790.2414871459999,-790.352784146,-790.1967791459999,-790.1816901459999
CC(C)=NOCC(C)CCC(N)=O,-613.486186522,-613.545777522,-613.773222522,-613.502503522,-613.4871305219999
NC(=O)CC1CCOOC1,-515.46644162,-515.51386562,-515.65356662,-515.47722662,-515.46738562
CC(=O)CCC(=O)NC(C)=O,-553.676053117,-553.7306901170001,-553.867420117,-553.689602117,-553.676997117
CN=C(N)CC(CC(=O)NC=O)N(O)C(C)=O,-872.272597003,-872.3397480030001,-872.560585003,-872.292138003,-872.273541003
C=C(C(C)CC1=CC=NC=N1)C(N)NC1=NC=CO1,-854.29240913,-854.3583191299999,-854.60802713,-854.31102113,-854.29335313
CC(=O)CC(O)(OC1=COC=N1)C(=O)OC(=O)N(C)C,-1063.4727492700001,-1063.54559427,-1063.75235227,-1063.49418227,-1063.47369327
C=C(C=C(N)C=CC=NO)CC(=N)N(C)C,-723.848262787,-723.915321787,-724.153491787,-723.867499787,-723.849206787
CNCC(=O)NC,-343.050756878,-343.093984878,-343.208750878,-343.060274878,-343.05170087799996
COC=CN(O)ON(C)C=O,-606.628416435,-606.681256435,-606.805139435,-606.641823435,-606.629361435
C=C(C=CC1CCCCC1)NC(=N)NN(C)C=O,-802.497662433,-802.566126433,-802.865270433,-802.517473433,-802.498606433
C=CN(O)O,-284.229530585,-284.264048585,-284.312833585,-284.23593858500004,-284.230474585
CN=NCC=CC(C)C(=O)CNC(C)=O,-705.697537364,-705.7617673640001,-705.983730364,-705.7157553640001,-705.698482364
CC(=O)ON=CC(=NO)C(C)C,-608.8807273680001,-608.938055368,-609.088497368,-608.895607368,-608.8816713680001
CCC(O)CCN,-328.173418831,-328.21562283099996,-328.367179831,-328.18290983099996,-328.174363831
CN(C)ONN(C)OC1CCON1,-682.486604458,-682.542488458,-682.748148458,-682.5015404579999,-682.487549458
CC(=N)C(=CC1NCO1)OCCOC1=NC=CN1,-873.144749587,-873.209097587,-873.440750587,-873.162925587,-873.145693587
COC(=O)N=CC(N)=C(C)NOC(C)=NO,-832.851859884,-832.9172948840001,-833.107782884,-832.870829884,-832.852804884
C=CC(C)=C(O)C(C)=N,-403.13928922,-403.18571622,-403.31929022,-403.15029622000003,-403.14023322
C=C(O)C(N)C(C)=N,-381.104997067,-381.14921006699996,-381.267581067,-381.11520806699997,-381.105942067
CN(C)NC(=N)N(C)C=NOC1COOC1,-814.059847262,-814.125983262,-814.352071262,-814.0783152619999,-814.060792262
C=C(O)NC(=NC(=O)N(C)C)NC=N,-698.608925273,-698.668120273,-698.843599273,-698.624767273,-698.609869273
NC(=O)C(O)=NO,-413.699826032,-413.73992803199997,-413.784880032,-413.707976032,-413.700770032
C=C(NNC=O)N(CC)OC(=N)N,-660.3907877290001,-660.447939729,-660.618594729,-660.406032729,-660.3917317290001
CN=C(CC(=N)C=NC=NO)N(C)C,-662.522268696,-662.5833356960001,-662.779633696,-662.539166696,-662.523212696
CN=CN(C)OC(O)(CC=O)C(=O)OC(N)=NC,-947.416241272,-947.487466272,-947.705757272,-947.437616272,-947.417185272
CNC(=O)OC12N(C(C)=O)C3N1C32O,-737.069129287,-737.126954287,-737.253648287,-737.084127287,-737.070073287
CN(C)C(C=NC1CCCNN1)ON1CN1,-758.257960084,-758.320896084,-758.588076084,-758.275551084,-758.258904084
N=C(N)CC(=N)O,-357.915741902,-357.95607390199996,-358.038442902,-357.92403190199997,-357.916685902
CC(=O)N(C=O)OC=O,-510.974505951,-511.01933095100003,-511.081098951,-510.984570951,-510.975449951
CNC=C(CCO)C(=N)N,-475.74652317,-475.79639717,-475.95850017,-475.75897517,-475.74746817
NC=NC=O,-263.286177464,-263.31978546399995,-263.360594464,-263.29206846399995,-263.287121464
CC=NONN(O)C(=O)NCC(=O)OC=O,-904.712346192,-904.777827192,-904.918819192,-904.730260192,-904.713291192
CC(=O)CC1CCONC1,-479.539803101,-479.58700710100004,-479.750674101,-479.55089410100004,-479.540747101
CCCC(=O)C(=CC(=O)O)OC(=N)N,-722.307987532,-722.367209532,-722.529526532,-722.3241275319999,-722.308931532
CC(=N)CC(C)=NO,-381.07979905499997,-381.125563055,-381.241536055,-381.090329055,-381.08074405499997
COONC=O,-359.438185018,-359.47656101800004,-359.526594018,-359.44591601800005,-359.439130018
CC(=O)NCNC(C)=CC=NN=CN,-662.61284647,-662.67265847,-662.87267747,-662.62910947,-662.61379047
CNC(C)(CC1CNN1)C(O)CCC=N,-688.149914927,-688.210551927,-688.499574927,-688.167264927,-688.1508589270001
C=NC(O)C(CN)(OC(=O)OC)C(=C)C,-762.7403700970001,-762.8010350970001,-763.015338097,-762.7577180970001,-762.741314097
CCCON=C(C)C,-366.21723533999995,-366.26452634,-366.41368534,-366.22852434,-366.21817933999995
NC(N)CC(O)CCNNC=O,-607.506253733,-607.559280733,-607.767691733,-607.520221733,-607.507198733
CC(O)N(C)C,-288.87317262100004,-288.91290862100004,-289.035124621,-288.881893621,-288.87411662100004
C=NC,-133.87201532600002,-133.901572326,-133.944742326,-133.876831326,-133.872959326
CNC(=O)ON(C)C(=O)NONC=O,-791.4339017929999,-791.4914487929999,-791.630571793,-791.4496547929999,-791.4348457929999
CC(=N)ONN(C)OC=O,-547.522644023,-547.5718550229999,-547.682741023,-547.5346040229999,-547.523588023
CC(=O)NOC(C=N)N(C)CN=C(C)C,-722.918999847,-722.984358847,-723.216427847,-722.937694847,-722.919943847
CC(=O)NC(=O)CN(C=C=O)CNC(=O)NC=O,-945.1579064480001,-945.225713448,-945.404595448,-945.177164448,-945.158850448
C=C(CC(C)C)C(=NC1CCC1)NC1CCOO1,-807.414471749,-807.483073749,-807.803148749,-807.434404749,-807.415415749
C=C(OC1=NC=CC=N1)C(=N)C(C)NC=O,-757.516058649,-757.575903649,-757.751885649,-757.531988649,-757.517002649
CC(=C=O)C1=CC=NN=C1,-454.894109358,-454.938207358,-455.021987358,-454.90374935799997,-454.895054358
C=C(CO)CC1=NC=CC=N1,-495.405699151,-495.452540151,-495.588090151,-495.416445151,-495.406643151
CC(C)(CC1COCCN1)OCN1CCOCC1,-845.8324149360001,-845.8959929360001,-846.248129936,-845.8509609360001,-845.8333589360001
C=CN(C)C(=O)NC(C)=O,-494.482558166,-494.53117416599997,-494.657381166,-494.494380166,-494.483502166
CCC(=N)C(=N)N,-321.96244507,-322.00360407000005,-322.10841907,-321.97132307000004,-321.96339007
OC=C(O)CC1COOC1,-535.291247146,-535.337170146,-535.464945146,-535.301968146,-535.292192146
CC(=N)C=NC(=N)N,-376.098324554,-376.142232554,-376.238024554,-376.10812655399997,-376.099268554
COOCC(N)=C(N)C(=N)NN(C=O)C(C)=O,-888.1983162099999,-888.26493021,-888.47333521,-888.21784621,-888.1992602099999
CC(=O)NC(=O)NC(=O)C(O)N(C)C=O,-813.65601997,-813.71828797,-813.87258697,-813.67281197,-813.65696397
C=CC(C)C(C)(C)N=C,-368.382070282,-368.429347282,-368.608249282,-368.393859282,-368.383014282
CN=C(C)C(N)ON,-398.302659501,-398.348437501,-398.477299501,-398.313536501,-398.303603501
C=CC=C(N)C(=C)C,-327.90501713699996,-327.94887413699996,-328.079248137,-327.915185137,-327.90596113699996
N=CNCCNN,-339.157415049,-339.199796049,-339.317135049,-339.166572049,-339.158359049
CNC(=O)CC(O)N(C)CC1=CON=C1,-741.6576956780001,-741.716268678,-741.923070678,-741.673747678,-741.6586396780001
NC(=O)C(=CC1=CON=C1)CC=NC1=CC=CC=C1,-855.715967537,-855.779909537,-855.982907537,-855.7332385369999,-855.716911537
N=C=C(C=C=NN1CNC1)CC1OCCO1,-758.531734785,-758.5935437850001,-758.790335785,-758.548277785,-758.532678785
CC(C)=NON=C(C#N)CC1COCN1,-720.478863838,-720.541483838,-720.730499838,-720.495660838,-720.479807838
C=C(NON=C(C)C)N(CC)OC1CCOCN1,-876.602715321,-876.672156321,-876.965993321,-876.623202321,-876.603660321
CC(=O)CC(O)(O)C(=O)O,-571.39827645,-571.44703345,-571.54691045,-571.4099204500001,-571.39922045
CC=NON=C(N)C(=O)NC1CCCNO1,-812.953258486,-813.017017486,-813.223231486,-812.970612486,-812.954202486
CN=C(C)CC(C#N)C(O)=CNC=O,-665.257298573,-665.317723573,-665.491312573,-665.273532573,-665.258242573
C=C(N=N)ON=C(C)C,-435.15914482,-435.20705682,-435.31280182,-435.17032682,-435.16008882
N=C(C=NC(N)=NC1=CC=NO1)CC1=CC=NO1,-865.722576836,-865.786334836,-865.946466836,-865.739335836,-865.723520836
C=NC(OC(=O)NC=O)C(C)(O)C(C)=COC=O,-950.133895534,-950.202400534,-950.401212534,-950.153952534,-950.134839534
NOOO,-281.976759938,-282.00979193800003,-282.029434938,-281.982628938,-281.977703938
CC(O)=NCC=O,-361.754405885,-361.797061885,-361.874511885,-361.763412885,-361.755349885
CC(C)=NOCC1(CC2CNCNC2)C=C(N)N1O,-894.843936855,-894.913998855,-895.227537855,-894.864886855,-894.844880855
CC(=N)N=C(N)O,-357.93321282799997,-357.973199828,-358.054915828,-357.941625828,-357.93415682799997
C=CC(C=NO)C(NC(=O)OC(C)=O)=C(O)O,-910.8062387470001,-910.873351747,-911.043462747,-910.825355747,-910.8071827470001
N#CN=C(C=O)CCOC1=CON=C1,-698.72596099,-698.78083799,-698.88843299,-698.73955999,-698.72690499
CN=C(C)CNN(O)ON1CCOC1,-720.6236511850001,-720.6824571850001,-720.891047185,-720.639604185,-720.6245951850001
CC(C)=NOCN(NN)ON1CN1,-677.43958744,-677.49775244,-677.67696444,-677.45517444,-677.44053144
C#CC(=CC1=CC=NO1)CC(=O)NC1CCOO1,-874.480622357,-874.547092357,-874.726446357,-874.498272357,-874.481566357
CC(=O)ONN(C(C)=O)C(=O)NN(C)C=O,-868.889310119,-868.952179119,-869.121481119,-868.907207119,-868.890254119
CNCO,-210.302724138,-210.336365138,-210.406617138,-210.308911138,-210.303668138
CC(=NO)NC(=N)C(N)C=CC1CCONC1,-816.29889867,-816.36608667,-816.62439967,-816.31792267,-816.29984267
C=CC(C)(CC1CCONC1)OC(=N)CON=C,-859.387788905,-859.453978905,-859.740669905,-859.407179905,-859.388732905
C=CNC(N)=CN,-321.92946914,-321.97100814,-322.07546614,-321.93866614,-321.93041414
CC(C=NC1CCONC1)=NNC=N,-662.517520758,-662.574963758,-662.776633758,-662.532614758,-662.518464758
C=C(C)C(C)NO,-326.909874598,-326.95209759799997,-327.077610598,-326.919493598,-326.910818598
CC(=O)N(C)N=C(C)C(O)C(=O)CO,-723.4570133,-723.5162823000001,-723.7009573,-723.4736713,-723.4579573
CN(N)C(=O)C(C)(C)N,-437.648312739,-437.695845739,-437.853331739,-437.660338739,-437.649257739
C=C(OC1=CC=NO1)C(N)=C(C)COC,-724.337955838,-724.3975558379999,-724.588686838,-724.354354838,-724.338900838
C=C(OC1CCCC1)C(NN=CN)=C(C)NN,-780.382880455,-780.453396455,-780.732157455,-780.402772455,-780.383824455
CNC(=O)ON(NONC=O)C(C)=O,-791.407744817,-791.467883817,-791.602666817,-791.424115817,-791.408688817
N=C(CO)COO,-398.748326367,-398.789085367,-398.867973367,-398.756952367,-398.749270367
C=CC(C)N,-212.448382855,-212.484783855,-212.581389855,-212.455645855,-212.449326855
CC=CN(O)N=C=O,-415.779217748,-415.822752748,-415.892351748,-415.78882174800003,-415.780161748
CC(C)=NONC(C)=NOC1CCOCN1,-798.047037855,-798.111138855,-798.351148855,-798.065362855,-798.047981855
CN=CN,-189.23083907699998,-189.26455807699998,-189.323023077,-189.237035077,-189.231783077
CC(=O)NCC(=O)C(OC=O)OC(N)=O,-833.531432824,-833.591493824,-833.735404824,-833.5477508240001,-833.532377824
CNC(=O)OC(=O)C(N=C(N)O)=NC(C)=O,-867.79950863,-867.86440063,-868.00943763,-867.81749263,-867.80045363
CC(=O)N(NOC=NO)OC1CC1,-700.031381997,-700.0899559970001,-700.231483997,-700.046691997,-700.032325997
CC(=O)NCC(C)(CN1CCN1)C(C)N(O)O,-838.554736449,-838.620558449,-838.913482449,-838.574420449,-838.555681449
C=NC=CC=O,-285.26569238,-285.30312638000004,-285.35602338,-285.27292638,-285.26663638
C=C(OCN=C=O)C(C)(C#N)CC(C)=O,-723.235359013,-723.297966013,-723.462663013,-723.252418013,-723.236304013
CC(=O)NOC(N)=CO,-492.242499176,-492.289699176,-492.386187176,-492.25361117600005,-492.243443176
CNON(C)C(C)=O,-418.17028839299996,-418.216394393,-418.330964393,-418.181156393,-418.17123239299997
C=CC(C)(N)ON=CC,-420.346022583,-420.393445583,-420.536216583,-420.357742583,-420.346966583
CC(=O)C(=O)O,-342.355473476,-342.393920476,-342.433644476,-342.362812476,-342.356417476
C=C=CC(N)=C(N)C=C,-382.011835943,-382.058476943,-382.179743943,-382.023179943,-382.012779943
CNN(O)ON(C)C=O,-509.422635277,-509.472452277,-509.575623277,-509.434582277,-509.423579277
C=CNC(=N)N,-282.66910741199996,-282.707095412,-282.785248412,-282.676841412,-282.67005141199996
C=C(CC(N)=NC=NO)C(C)CC(N)=O,-721.7747934060001,-721.836658406,-722.050751406,-721.792186406,-721.775737406
CN(N)C(N)CCNC=N,-473.07404534700004,-473.124076347,-473.311017347,-473.08660834700004,-473.07498934700004
C=C(COC)N(C)CN(C=O)C=O,-648.230363377,-648.286728377,-648.470096377,-648.245443377,-648.231307377
CNC(C)(O)C(C)=N,-382.31886328400003,-382.36361428400005,-382.504653284,-382.329523284,-382.31980728400003
C=CC(O)=CON=C(C)C,-478.31434602400003,-478.364411024,-478.498387024,-478.32668102400004,-478.31529002400003
CC=CN(O)C(=O)NC(C)=O,-569.665903817,-569.717776817,-569.845372817,-569.678907817,-569.666847817
C=CC(N)(NC1=CN=CN=C1)N(N)CN(C=O)C=O,-923.508232403,-923.5734414030001,-923.799055403,-923.5273324030001,-923.509176403
C=C(NC(N)=NC1CNN1)OC1CNOC1,-793.049030544,-793.109120544,-793.334233544,-793.065076544,-793.049975544
NC(=O)C1(N)CC1NN=C=O,-564.631877003,-564.682352003,-564.790300003,-564.643953003,-564.632821003
CC(C)=NCNC#N,-360.030110132,-360.07621313199996,-360.180877132,-360.040475132,-360.03105413199995
N=C(CN1C=CN=C1)C(=O)CC1=CC=CC=C1,-742.4312314,-742.4899144000001,-742.6872954,-742.4466654,-742.4321754
