ar,h,f,spe
MR_474666_0_12_1_3_5_8,-797.489294,-797.550073,-797.708447
MR_474666_0_13_1_4_6_2,-855.191364,-855.258088,-855.461645
MR_474666_0_15_1_5_8_28,-953.12636,-953.197326,-953.500126
MR_474666_0_16_2_7_2_6,-662.675235,-662.736682,-662.92762
MR_474666_0_18_2_12_4_10,-607.261693,-607.320951,-607.495402
MR_474666_0_19_2_13_5_9,-702.432649,-702.494099,-702.659336
MR_474666_0_1_1_1_2_12,-737.183419,-737.243432,-737.362781
MR_474666_0_21_2_11_7_4,-798.017048,-798.082864,-798.298014
MR_474666_0_24_2_2_3_3,-721.842976,-721.907779,-722.112204
MR_474666_0_25_2_12_4_12,-545.914379,-545.963896,-546.10221
MR_474666_0_2_1_7_3_3,-855.12474,-855.191402,-855.393419
MR_474666_0_31_3_3_4_8,-666.470936,-666.532325,-666.721368
MR_474666_0_32_3_5_5_9,-800.868449,-800.938841,-801.139909
MR_474666_0_34_3_4_7_12,-796.844585,-796.910451,-797.104181
MR_474666_0_35_3_1_8_19,-761.500465,-761.559395,-761.745078
MR_474666_0_40_3_5_7_14,-798.045555,-798.112169,-798.327423
MR_474666_0_41_3_4_8_60,-761.059339,-761.124948,-761.358796
MR_474666_0_43_4_11_5_3,-533.776414,-533.828723,-533.975257
MR_474666_0_44_4_6_6_1,-666.555938,-666.618263,-666.807333
MR_474666_0_46_4_8_8_63,-725.597426,-725.659004,-725.866697
MR_474666_0_47_4_9_4_2,-592.439583,-592.496538,-592.709258
MR_474666_0_49_4_11_6_1,-549.838028,-549.890256,-550.026649
MR_474666_0_50_4_8_7_3,-683.524036,-683.583581,-683.771089
MR_474666_0_51_4_11_8_53,-608.457298,-608.514175,-608.71723
MR_474666_0_54_5_7_7_3,-701.169813,-701.224147,-701.375083
MR_474666_0_55_5_4_8_54,-761.61172,-761.672476,-761.857812
MR_474666_0_56_5_7_5_4,-664.788315,-664.839779,-664.956083
MR_474666_0_57_5_7_6_1,-644.88767,-644.941364,-645.067925
MR_474666_0_58_5_9_7_2,-798.589007,-798.650498,-798.817481
MR_474666_0_59_5_4_8_34,-800.920194,-800.981921,-801.197928
MR_474666_0_5_1_1_6_6,-835.769533,-835.83189,-835.9973
MR_474666_0_60_6_5_6_6,-741.77628,-741.838598,-742.03327
MR_474666_0_61_6_2_7_4,-778.652798,-778.713621,-778.894239
MR_474666_0_62_6_4_8_11,-682.525818,-682.582393,-682.767988
MR_474666_0_63_6_7_6_2,-781.103883,-781.169506,-781.392345
MR_474666_0_64_6_3_7_15,-836.220105,-836.287967,-836.510123
MR_474666_0_65_6_5_8_60,-761.130192,-761.195797,-761.431546
MR_474666_0_69_7_12_8_45,-875.452007,-875.51672,-875.772654
MR_474666_0_6_1_2_7_3,-892.052458,-892.118387,-892.304204
MR_474666_0_70_8_44_8_58,-839.648957,-839.715637,-840.011059
MR_474666_0_71_8_39_8_15,-820.286785,-820.348009,-820.606735
MR_474666_0_7_1_4_8_52,-874.530364,-874.595619,-874.843583
MR_474666_0_8_1_4_1_2,-988.446914,-988.5193,-988.715161
MR_474666_0_9_1_6_2_7,-795.96102,-796.026781,-796.213423
MR_480647_1_19_2_7_5_8,-720.805645,-720.870195,-721.064587
MR_480647_1_24_2_6_3_4,-699.756334,-699.819925,-700.003746
MR_480647_1_25_2_7_4_8,-663.876136,-663.94004,-664.148677
MR_480647_1_27_2_9_6_6,-739.131559,-739.195395,-739.411611
MR_480647_1_2_1_7_3_6,-833.085125,-833.150529,-833.333061
MR_480647_1_32_3_6_5_5,-739.542967,-739.604222,-739.766069
MR_480647_1_42_4_8_4_6,-647.801996,-647.86667,-648.085923
MR_480647_1_65_6_5_8_3,-719.603327,-719.664416,-719.838018
MR_480647_1_70_8_13_8_12,-738.977325,-739.039546,-739.258306
MR_480647_1_9_1_2_2_9,-872.391053,-872.46117,-872.668643
MR_53633_2_11_4_9,-420.477363,-420.525272,-420.663771
MR_53633_2_12_5_1,-402.231391,-402.27797,-402.398167
MR_53633_2_13_6_7,-535.036357,-535.091131,-535.257439
MR_53633_2_14_7_19,-550.840764,-550.891489,-551.034797
MR_53633_2_15_8_22,-594.193577,-594.24605,-594.433723
MR_53633_2_17_2_7,-475.837634,-475.889616,-476.041391
MR_53633_2_18_3_6,-456.353181,-456.40176,-456.513144
MR_53633_2_19_4_2,-421.643727,-421.693967,-421.85316
MR_53633_2_21_6_3,-535.038753,-535.092778,-535.260645
MR_53633_2_22_7_4,-532.602088,-532.65206,-532.776766
MR_53633_2_23_8_23,-594.186271,-594.239662,-594.426336
MR_53633_2_25_2_12,-397.196098,-397.239997,-397.340862
MR_53633_2_26_3_3,-495.6823,-495.73388,-495.87342
MR_53633_2_30_7_15,-550.884317,-550.935318,-551.078777
MR_53633_2_31_8_4,-476.203983,-476.251858,-476.352889
MR_53633_2_3_4_7,-381.170744,-381.215991,-381.327866
MR_53633_2_4_5_3,-440.385624,-440.434652,-440.559481
MR_53633_2_7_8_18,-522.318919,-522.372301,-522.607686
MR_53633_2_9_2_4,-554.409426,-554.466874,-554.671747
MR_606920_1_10_1_1_3_1,-835.6603,-835.726112,-835.884442
MR_606920_1_11_1_4_4_6,-897.815892,-897.886875,-898.166354
MR_606920_1_16_2_6_2_2,-741.29494,-741.35793,-741.606098
MR_606920_1_1_1_4_2_10,-913.856818,-913.927339,-914.197016
MR_606920_1_21_2_12_7_8,-738.867877,-738.926468,-739.132684
MR_606920_1_25_2_7_4_4,-685.897434,-685.961196,-686.189567
MR_606920_1_26_2_1_5_3,-705.857262,-705.917495,-706.138487
MR_606920_1_27_2_10_6_1,-761.215927,-761.277196,-761.517134
MR_606920_1_2_1_6_3_5,-933.730993,-933.802876,-934.058131
MR_606920_1_34_3_5_7_4,-896.499467,-896.568283,-896.824779
MR_606920_1_36_3_2_3_4,-780.919438,-780.985832,-781.203652
MR_606920_1_37_3_3_4_2,-746.245018,-746.31303,-746.577643
MR_606920_1_38_3_2_5_7,-723.426184,-723.481969,-723.663542
MR_606920_1_40_3_6_7_14,-798.046292,-798.10883,-798.328185
MR_606920_1_43_4_11_5_5,-687.618934,-687.678088,-687.882517
MR_606920_1_46_4_12_8_25,-781.71892,-781.782961,-782.086868
MR_606920_1_47_4_8_4_8,-669.854227,-669.918342,-670.158166
MR_606920_1_48_4_12_5_1,-629.597413,-629.655635,-629.867603
MR_606920_1_49_4_2_6_7,-785.624434,-785.692189,-785.990159
MR_606920_1_51_4_8_8_57,-784.359513,-784.42397,-784.701376
MR_606920_1_54_5_1_7_8,-743.905317,-743.968324,-744.193243
MR_606920_1_55_5_7_8_5,-703.474049,-703.530891,-703.72284
MR_606920_1_57_5_11_6_1,-723.613337,-723.669741,-723.853327
MR_606920_1_58_5_7_7_7,-799.62625,-799.687134,-799.876433
MR_606920_1_5_1_1_6_7,-953.654967,-953.727304,-953.970382
MR_606920_1_62_6_5_8_34,-898.928072,-898.996148,-899.30609
MR_606920_1_65_6_8_8_17,-767.196709,-767.260887,-767.528217
MR_606920_1_66_7_19_7_3,-892.498779,-892.566529,-892.812587
MR_606920_1_67_7_2_8_24,-955.744117,-955.813395,-956.093139
MR_606920_1_69_7_12_8_6,-816.264256,-816.327502,-816.566156
MR_606920_1_6_1_6_7_11,-911.537003,-911.602904,-911.832837
MR_129005_0_0_1_1_1_6,-891.270697,-891.3368,-891.446096
MR_129005_0_10_1_7_3_2,-797.266095,-797.330495,-797.47122
MR_129005_0_11_1_4_4_7,-722.040491,-722.103004,-722.240158
MR_129005_0_12_1_1_5_7,-759.568908,-759.627255,-759.7123
MR_129005_0_14_1_6_7_4,-834.178684,-834.241752,-834.367359
MR_129005_0_15_1_6_8_44,-875.848168,-875.911073,-876.115766
MR_129005_0_17_2_2_3_6,-663.956683,-664.017318,-664.161548
MR_129005_0_19_2_3_5_3,-647.975475,-648.034824,-648.193128
MR_129005_0_1_1_1_2_10,-797.283925,-797.348963,-797.489334
MR_129005_0_20_2_1_6_8,-623.556113,-623.612224,-623.709875
MR_129005_0_21_2_3_7_7,-740.19864,-740.261903,-740.418044
MR_129005_0_26_2_4_5_12,-799.648084,-799.712239,-799.900494
MR_129005_0_28_2_13_7_5,-700.887071,-700.946962,-701.075223
MR_129005_0_29_2_4_8_39,-860.474703,-860.544426,-860.830794
MR_129005_0_31_3_5_4_1,-649.095931,-649.158688,-649.336162
MR_129005_0_32_3_4_5_11,-665.634494,-665.69348,-665.808917
MR_129005_0_33_3_6_6_4,-644.562691,-644.619795,-644.726039
MR_129005_0_34_3_5_7_10,-799.336762,-799.403439,-799.570933
MR_129005_0_35_3_6_8_28,-742.51121,-742.572227,-742.77817
MR_129005_0_36_3_4_3_6,-683.788203,-683.848558,-683.979018
MR_129005_0_37_3_6_4_8,-608.576534,-608.635704,-608.762909
MR_129005_0_39_3_5_6_5,-762.473425,-762.541658,-762.7251
MR_129005_0_3_1_2_4_6,-820.537284,-820.605694,-820.781797
MR_129005_0_41_3_2_8_48,-723.143723,-723.20588,-723.368741
MR_129005_0_42_4_13_4_6,-645.320766,-645.381193,-645.56296
MR_129005_0_43_4_6_5_10,-554.48664,-554.542948,-554.679292
MR_129005_0_44_4_7_6_2,-608.683138,-608.742213,-608.871822
MR_129005_0_45_4_11_7_19,-625.667336,-625.72262,-625.851834
MR_129005_0_47_4_7_4_11,-455.998637,-456.046999,-456.14616
MR_129005_0_48_4_3_5_4,-588.091281,-588.143258,-588.214333
MR_129005_0_49_4_2_6_3,-688.457508,-688.520852,-688.729071
MR_129005_0_4_1_2_5_7,-798.877965,-798.939644,-799.050486
MR_129005_0_50_4_1_7_4,-646.723359,-646.779523,-646.918619
MR_129005_0_52_5_5_5_10,-610.34945,-610.404664,-610.507142
MR_129005_0_53_5_6_6_6,-703.835253,-703.896637,-704.016648
MR_129005_0_54_5_11_7_15,-720.840694,-720.897714,-721.018403
MR_129005_0_56_5_9_5_1,-649.639108,-649.698274,-649.825955
MR_129005_0_58_5_10_7_12,-645.589905,-645.64533,-645.761935
MR_129005_0_59_5_2_8_26,-687.22977,-687.288692,-687.479294
MR_129005_0_5_1_4_6_6,-836.626129,-836.692349,-836.861495
MR_129005_0_61_6_7_7_8,-779.555271,-779.620454,-779.804424
MR_129005_0_62_6_6_8_48,-762.527506,-762.589497,-762.783209
MR_129005_0_64_6_8_7_11,-699.777447,-699.834927,-699.944631
MR_129005_0_65_6_8_8_23,-781.199841,-781.261808,-781.419508
MR_129005_0_68_7_11_7_9,-763.295347,-763.357362,-763.541135
MR_129005_0_69_7_15_8_30,-837.064447,-837.129736,-837.364968
MR_129005_0_6_1_4_7_18,-891.712668,-891.780047,-891.949017
MR_129005_0_71_8_25_8_31,-840.576886,-840.642916,-840.949148
MR_129005_0_7_1_1_8_33,-875.883248,-875.9492,-876.151078
MR_129005_0_8_1_1_1_2,-950.460756,-950.529832,-950.651596
MR_129005_0_9_1_2_2_10,-836.590587,-836.660379,-836.824971
MR_155791_0_0_1_5_1_4,-1120.199517,-1120.275825,-1120.514388
MR_155791_0_11_1_2_4_1,-874.089152,-874.155087,-874.338983
MR_155791_0_12_1_5_5_2,-912.188824,-912.257405,-912.443763
MR_155791_0_13_1_7_6_6,-967.597092,-967.667606,-967.872036
MR_155791_0_14_1_3_7_10,-965.103999,-965.16996,-965.330809
MR_155791_0_15_1_4_8_29,-1026.216091,-1026.289332,-1026.563583
MR_155791_0_18_2_9_4_1,-720.86003,-720.923977,-721.123258
MR_155791_0_19_2_7_5_11,-776.766817,-776.825114,-776.993933
MR_155791_0_1_1_4_2_10,-947.652717,-947.722933,-947.937988
MR_155791_0_20_2_3_6_1,-795.002481,-795.063856,-795.24847
MR_155791_0_21_2_10_7_18,-889.379091,-889.444789,-889.656101
MR_155791_0_23_2_10_2_1,-775.043044,-775.107315,-775.300497
MR_155791_0_24_2_6_3_5,-834.22999,-834.3015,-834.50189
MR_155791_0_25_2_6_4_4,-680.40923,-680.467408,-680.617716
MR_155791_0_26_2_1_5_6,-775.585872,-775.644871,-775.789129
MR_155791_0_27_2_2_6_8,-793.788992,-793.852607,-794.010893
MR_155791_0_28_2_1_7_18,-850.089801,-850.154156,-850.336583
MR_155791_0_2_1_5_3_1,-928.178804,-928.245256,-928.42113
MR_155791_0_30_3_4_3_4,-853.975135,-854.043876,-854.233815
MR_155791_0_31_3_1_4_8,-700.211051,-700.268547,-700.406804
MR_155791_0_34_3_6_7_7,-851.661312,-851.723967,-851.875052
MR_155791_0_36_3_2_3_1,-736.126818,-736.183688,-736.297987
MR_155791_0_37_3_3_4_5,-778.850743,-778.914519,-779.106003
MR_155791_0_38_3_6_5_10,-681.95971,-682.016113,-682.136941
MR_155791_0_39_3_4_6_8,-813.570568,-813.633784,-813.777499
MR_155791_0_3_1_3_4_6,-892.245121,-892.31353,-892.511728
MR_155791_0_40_3_6_7_16,-869.917893,-869.981613,-870.150915
MR_155791_0_41_3_6_8_35,-893.383942,-893.448192,-893.675882
MR_155791_0_42_4_10_4_1,-704.796753,-704.861039,-705.070301
MR_155791_0_43_4_8_5_8,-760.521271,-760.584095,-760.756415
MR_155791_0_45_4_7_7_15,-794.76372,-794.823712,-794.991325
MR_155791_0_46_4_9_8_30,-837.610874,-837.674937,-837.94237
MR_155791_0_47_4_8_4_5,-703.629592,-703.692802,-703.879313
MR_155791_0_4_1_2_5_3,-932.091553,-932.161627,-932.334017
MR_155791_0_50_4_10_7_18,-873.309849,-873.378188,-873.595969
MR_155791_0_51_4_1_8_34,-819.337169,-819.400074,-819.650988
MR_155791_0_52_5_1_5_5,-780.593666,-780.657264,-780.818617
MR_155791_0_53_5_8_6_6,-835.828719,-835.892851,-836.070643
MR_155791_0_54_5_7_7_11,-813.605833,-813.664209,-813.814809
MR_155791_0_55_5_11_8_30,-855.353634,-855.414477,-855.642138
MR_155791_0_56_5_12_5_5,-891.820219,-891.882691,-892.027404
MR_155791_0_58_5_3_7_8,-815.846622,-815.911587,-816.085808
MR_155791_0_5_1_4_6_6,-967.580513,-967.649403,-967.855099
MR_155791_0_61_6_7_7_4,-930.351325,-930.419474,-930.625778
MR_155791_0_62_6_2_8_10,-854.126037,-854.19132,-854.389107
MR_155791_0_63_6_8_6_3,-852.950496,-853.016609,-853.189331
MR_155791_0_64_6_4_7_8,-831.913717,-831.976227,-832.14225
MR_155791_0_66_7_5_7_10,-927.934578,-927.997723,-928.162369
MR_155791_0_67_7_13_8_41,-969.640256,-969.70829,-969.947906
MR_155791_0_68_7_7_7_3,-908.043474,-908.108365,-908.284321
MR_155791_0_69_7_13_8_45,-969.614431,-969.68106,-969.919331
MR_155791_0_6_1_2_7_2,-1024.350196,-1024.42166,-1024.593338
MR_155791_0_70_8_42_8_48,-972.014097,-972.081483,-972.3703
MR_195998_0_10_1_3_3_1,-692.981984,-693.036584,-693.123118
MR_195998_0_11_1_5_4_8,-775.027635,-775.091443,-775.282631
MR_195998_0_17_2_11_3_1,-638.3442,-638.399975,-638.545638
MR_195998_0_19_2_5_5_12,-734.78044,-734.836796,-735.002601
MR_195998_0_22_2_11_8_59,-736.336775,-736.399421,-736.643493
MR_195998_0_24_2_8_3_2,-599.02751,-599.081534,-599.200974
MR_195998_0_25_2_10_4_8,-602.424198,-602.479883,-602.651016
MR_195998_0_32_3_1_5_6,-599.552598,-599.601484,-599.671184
MR_195998_0_37_3_1_4_6,-583.00467,-583.058946,-583.18827
MR_195998_0_40_3_6_7_19,-713.369933,-713.427706,-713.561558
MR_195998_0_45_4_3_7_7,-618.739157,-618.791786,-618.883495
MR_195998_0_46_4_4_8_12,-563.052285,-563.103404,-563.250167
MR_195998_0_47_4_7_4_11,-430.36311,-430.408683,-430.508229
MR_195998_0_49_4_6_6_7,-700.951104,-701.017271,-701.223839
MR_195998_0_51_4_5_8_4,-602.851188,-602.904766,-603.022602
MR_195998_0_53_5_11_6_6,-640.109014,-640.161255,-640.281226
MR_195998_0_54_5_10_7_1,-549.726212,-549.777227,-549.912158
MR_195998_0_55_5_2_8_2,-563.577636,-563.625788,-563.720618
MR_195998_0_57_5_6_6_7,-717.493286,-717.552893,-717.701151
MR_195998_0_59_5_7_8_4,-620.491783,-620.54264,-620.621165
MR_195998_0_62_6_4_8_6,-599.080959,-599.132716,-599.256292
MR_195998_0_64_6_7_7_3,-753.920123,-753.981146,-754.1671
MR_195998_0_65_6_6_8_53,-716.992863,-717.052956,-717.257917
MR_195998_0_67_7_13_8_32,-793.233581,-793.293574,-793.511871
MR_195998_0_68_7_13_7_19,-789.648236,-789.707492,-789.854291
MR_195998_0_69_7_3_8_20,-813.034939,-813.091419,-813.300566
MR_195998_0_6_1_5_7_11,-867.315254,-867.379787,-867.573297
MR_195998_0_70_8_59_8_64,-776.083968,-776.143142,-776.367837
MR_195998_0_71_8_54_8_44,-815.391709,-815.45441,-815.705656
MR_195998_0_7_1_5_8_17,-837.617212,-837.683489,-837.947147
MR_201053_0_0_1_4_1_1,-980.012046,-980.076281,-980.204335
MR_201053_0_11_1_7_4_10,-850.141585,-850.20671,-850.389219
MR_201053_0_12_1_4_5_5,-905.931096,-905.996077,-906.141349
MR_201053_0_13_1_2_6_4,-866.652879,-866.716386,-866.83396
MR_201053_0_14_1_3_7_10,-883.575108,-883.635943,-883.750573
MR_201053_0_15_1_4_8_23,-984.486438,-984.551869,-984.758532
MR_201053_0_16_2_8_2_2,-693.563384,-693.620502,-693.770623
MR_201053_0_17_2_3_3_1,-674.132604,-674.186933,-674.296539
MR_201053_0_18_2_10_4_6,-716.762851,-716.825034,-717.009339
MR_201053_0_1_1_2_2_10,-886.032389,-886.09753,-886.255048
MR_201053_0_20_2_12_6_4,-634.799382,-634.851515,-634.934072
MR_201053_0_21_2_6_7_17,-768.615322,-768.674344,-768.812846
MR_201053_0_22_2_5_8_33,-850.796036,-850.86302,-851.125825
MR_201053_0_25_2_2_4_9,-677.561513,-677.6209,-677.780606
MR_201053_0_26_2_11_5_6,-772.582131,-772.644034,-772.792377
MR_201053_0_27_2_12_6_2,-674.185387,-674.24559,-674.347472
MR_201053_0_29_2_2_8_32,-811.508301,-811.571234,-811.808457
MR_201053_0_2_1_2_3_2,-866.62119,-866.684443,-866.802061
MR_201053_0_31_3_3_4_9,-697.402888,-697.460631,-697.608698
MR_201053_0_32_3_2_5_7,-675.684284,-675.735917,-675.816371
MR_201053_0_33_3_3_6_2,-772.682063,-772.747468,-772.894623
MR_201053_0_34_3_1_7_9,-717.063004,-717.121309,-717.239524
MR_201053_0_40_3_2_7_3,-750.346566,-750.402009,-750.525339
MR_201053_0_41_3_4_8_20,-870.947084,-871.012734,-871.203985
MR_201053_0_42_4_11_4_2,-545.903626,-545.954302,-546.092698
MR_201053_0_44_4_10_6_6,-736.708602,-736.770514,-736.943325
MR_201053_0_45_4_4_7_10,-694.962464,-695.017095,-695.121276
MR_201053_0_46_4_1_8_41,-737.892099,-737.951142,-738.155414
MR_201053_0_47_4_7_4_5,-582.849343,-582.903146,-583.019953
MR_201053_0_48_4_8_5_2,-602.784278,-602.837196,-602.942466
MR_201053_0_49_4_3_6_1,-617.672304,-617.723031,-617.796268
MR_201053_0_50_4_11_7_17,-675.142173,-675.194915,-675.315923
MR_201053_0_51_4_1_8_61,-718.470341,-718.527713,-718.69023
MR_201053_0_52_5_11_5_4,-695.693611,-695.74564,-695.814581
MR_201053_0_53_5_6_6_7,-792.501974,-792.560995,-792.699882
MR_201053_0_54_5_2_7_8,-695.013472,-695.066423,-695.173125
MR_201053_0_57_5_11_6_6,-715.037356,-715.092853,-715.198619
MR_201053_0_58_5_3_7_19,-772.465276,-772.523982,-772.660743
MR_201053_0_5_1_3_6_3,-886.057376,-886.12441,-886.281172
MR_201053_0_60_6_5_6_6,-772.643787,-772.705273,-772.855432
MR_201053_0_62_6_7_8_36,-890.575184,-890.640592,-890.879246
MR_201053_0_63_6_8_6_6,-732.133293,-732.192844,-732.291519
MR_201053_0_64_6_2_7_15,-827.867427,-827.929371,-828.08284
MR_201053_0_66_7_9_7_4,-832.59444,-832.654094,-832.815394
MR_201053_0_68_7_5_7_11,-826.627147,-826.686446,-826.81904
MR_201053_0_69_7_10_8_48,-848.833265,-848.893477,-849.059662
MR_201053_0_6_1_1_7_6,-883.667465,-883.730672,-883.845596
MR_201053_0_70_8_41_8_48,-890.561522,-890.626181,-890.867781
MR_201053_0_8_1_3_1_5,-999.363851,-999.432007,-999.59648
MR_201053_0_9_1_1_2_9,-846.727178,-846.789628,-846.921065
MR_294830_2_0_1_6_1_2,-1044.3133,-1044.384305,-1044.545189
MR_294830_2_10_1_6_3_5,-950.186362,-950.25782,-950.446102
MR_294830_2_12_1_1_5_4,-911.508438,-911.571103,-911.686867
MR_294830_2_13_1_7_6_6,-950.314496,-950.382904,-950.576387
MR_294830_2_14_1_6_7_5,-947.943618,-948.010217,-948.160505
MR_294830_2_17_2_7_3_2,-777.694407,-777.756658,-777.927899
MR_294830_2_18_2_4_4_2,-821.560903,-821.629813,-821.900859
MR_294830_2_19_2_1_5_8,-759.443982,-759.502338,-759.658073
MR_294830_2_1_1_1_2_11,-950.290634,-950.359908,-950.552275
MR_294830_2_20_2_11_6_6,-856.319418,-856.388518,-856.611677
MR_294830_2_21_2_1_7_19,-832.871666,-832.933157,-833.107282
MR_294830_2_22_2_2_8_35,-895.635247,-895.702866,-895.960181
MR_294830_2_23_2_7_2_2,-797.143818,-797.20768,-797.41944
MR_294830_2_24_2_3_3_1,-738.36839,-738.428813,-738.571089
MR_294830_2_25_2_12_4_3,-622.620248,-622.674421,-622.762709
MR_294830_2_26_2_11_5_12,-874.023739,-874.087403,-874.272625
MR_294830_2_29_2_13_8_5,-718.393372,-718.452562,-718.607641
MR_294830_2_2_1_1_3_6,-891.522168,-891.586841,-891.711117
MR_294830_2_31_3_4_4_5,-761.523216,-761.587436,-761.76491
MR_294830_2_32_3_5_5_1,-782.609114,-782.675105,-782.862119
MR_294830_2_33_3_5_6_4,-836.832877,-836.897881,-837.080977
MR_294830_2_34_3_1_7_1,-743.128229,-743.18485,-743.336984
MR_294830_2_35_3_4_8_35,-915.396749,-915.465513,-915.706538
MR_294830_2_36_3_2_3_5,-836.742729,-836.810283,-836.989957
MR_294830_2_38_3_1_5_2,-663.580401,-663.633577,-663.72097
MR_294830_2_39_3_2_6_5,-797.525949,-797.587346,-797.745751
MR_294830_2_3_1_5_4_2,-915.488222,-915.558313,-915.796208
MR_294830_2_40_3_5_7_7,-913.027597,-913.094132,-913.288665
MR_294830_2_41_3_1_8_5,-698.934457,-698.988375,-699.105481
MR_294830_2_42_4_5_4_6,-725.698145,-725.759784,-725.965105
MR_294830_2_43_4_8_5_10,-628.824018,-628.877476,-629.01401
MR_294830_2_44_4_5_6_3,-800.985015,-801.052681,-801.25946
MR_294830_2_46_4_11_8_50,-723.567044,-723.623613,-723.809336
MR_294830_2_47_4_12_4_6,-703.660586,-703.718324,-703.912281
MR_294830_2_48_4_8_5_8,-743.284728,-743.344276,-743.508632
MR_294830_2_49_4_6_6_7,-840.255853,-840.324179,-840.558693
MR_294830_2_4_1_5_5_1,-896.078177,-896.145957,-896.344124
MR_294830_2_50_4_3_7_8,-738.148813,-738.205809,-738.33554
MR_294830_2_51_4_8_8_35,-840.180631,-840.247245,-840.485598
MR_294830_2_52_5_4_5_4,-798.176285,-798.23345,-798.34395
MR_294830_2_53_5_8_6_3,-857.941452,-858.006108,-858.203016
MR_294830_2_54_5_11_7_7,-816.279498,-816.335395,-816.465005
MR_294830_2_55_5_10_8_10,-704.070303,-704.124201,-704.267513
MR_294830_2_56_5_2_5_7,-684.586145,-684.640082,-684.738319
MR_294830_2_57_5_12_6_4,-815.342064,-815.398008,-815.518989
MR_294830_2_58_5_6_7_1,-802.409734,-802.467811,-802.637721
MR_294830_2_59_5_6_8_2,-778.149966,-778.204595,-778.329244
MR_294830_2_5_1_1_6_1,-891.638485,-891.700068,-891.829682
MR_294830_2_60_6_3_6_8,-835.78352,-835.847717,-836.011916
MR_294830_2_61_6_1_7_10,-834.541713,-834.599715,-834.746453
MR_294830_2_62_6_5_8_4,-817.420987,-817.481391,-817.629239
MR_294830_2_63_6_3_6_7,-915.58101,-915.651668,-915.891734
MR_294830_2_64_6_1_7_9,-820.719434,-820.779264,-820.967783
MR_294830_2_65_6_5_8_2,-797.559279,-797.618067,-797.780484
MR_294830_2_68_7_18_7_11,-909.066288,-909.131474,-909.314319
MR_294830_2_69_7_7_8_3,-834.363485,-834.422903,-834.565394
MR_294830_2_6_1_6_7_11,-928.082786,-928.145692,-928.312663
MR_294830_2_70_8_26_8_7,-843.584838,-843.650658,-843.947199
MR_294830_2_71_8_29_8_7,-843.592795,-843.658444,-843.955082
MR_294830_2_7_1_5_8_39,-1068.150366,-1068.224073,-1068.502867
MR_294830_2_8_1_6_1_4,-1024.412422,-1024.481392,-1024.657215
MR_447373_0_17_2_10_3_4,-753.765358,-753.828308,-754.009715
MR_447373_0_22_2_1_8_56,-753.831062,-753.889259,-754.079351
MR_447373_0_27_2_2_6_4,-714.613665,-714.671328,-714.830956
MR_447373_0_30_3_5_3_5,-852.198024,-852.267137,-852.486708
MR_447373_0_40_3_3_7_12,-828.883369,-828.94401,-829.118837
MR_447373_0_52_5_8_5_9,-775.296207,-775.355003,-775.497478
MR_447373_0_58_5_12_7_17,-846.629407,-846.686851,-846.821329
MR_447373_0_63_6_2_6_8,-733.33508,-733.393027,-733.518586
MR_447373_0_65_6_1_8_62,-793.686351,-793.744116,-793.909806
MR_447373_0_7_1_1_8_6,-808.451445,-808.507293,-808.637392
MR_606920_1_12_1_3_5_10,-761.693756,-761.75285,-761.939148
MR_606920_1_15_1_6_8_13,-894.379099,-894.444569,-894.678637
MR_606920_1_17_2_11_3_4,-839.664631,-839.738022,-840.020352
MR_606920_1_18_2_7_4_3,-684.743639,-684.804218,-685.012546
MR_606920_1_22_2_1_8_21,-859.665889,-859.732512,-860.014191
MR_606920_1_23_2_12_2_3,-701.946852,-702.008559,-702.227791
MR_606920_1_29_2_8_8_18,-787.789771,-787.856661,-788.187548
MR_606920_1_30_3_6_3_4,-780.93871,-781.005294,-781.222698
MR_606920_1_32_3_5_5_7,-801.972805,-802.039001,-802.267403
MR_606920_1_33_3_4_6_1,-781.054376,-781.118446,-781.340491
MR_606920_1_39_3_1_6_2,-741.712629,-741.776318,-741.968842
MR_606920_1_41_3_6_8_44,-859.534125,-859.601194,-859.880917
MR_606920_1_42_4_12_4_10,-687.107687,-687.170844,-687.425306
MR_606920_1_44_4_8_6_2,-745.130054,-745.197249,-745.440622
MR_606920_1_45_4_3_7_19,-759.74052,-759.801822,-759.999625
MR_606920_1_53_5_9_6_3,-879.594111,-879.666173,-879.927965
MR_606920_1_56_5_7_5_12,-780.512162,-780.569373,-780.73688
MR_606920_1_59_5_5_8_43,-918.815325,-918.885997,-919.180648
MR_606920_1_61_6_1_7_3,-798.123004,-798.186173,-798.406771
MR_606920_1_63_6_3_6_8,-819.227213,-819.294516,-819.520034
MR_606920_1_70_8_7_8_21,-866.815787,-866.882574,-867.217745
MR_606920_1_71_8_4_8_26,-859.517361,-859.583868,-859.864885
MR_657071_0_0_1_3_1_7,-1017.876786,-1017.944909,-1018.147983
MR_657071_0_12_1_6_5_9,-924.42779,-924.492702,-924.675959
MR_657071_0_13_1_5_6_3,-1022.42789,-1022.502394,-1022.776299
MR_657071_0_14_1_5_7_12,-1038.236387,-1038.307275,-1038.556093
MR_657071_0_15_1_4_8_61,-1002.967149,-1003.034179,-1003.274693
MR_657071_0_16_2_2_2_3,-790.644647,-790.709995,-790.947613
MR_657071_0_17_2_13_3_4,-771.116612,-771.179433,-771.374961
MR_657071_0_18_2_13_4_5,-695.911801,-695.972845,-696.163573
