ar,h,f,spe
MR_47910_2_23_8_3,-474.9911,-475.033644,-475.114597
MR_47910_2_27_4_3,-398.66225,-398.703224,-398.75865
MR_47910_2_30_7_5,-551.327702,-551.374281,-551.466152
MR_47910_2_31_8_26,-573.100215,-573.1499,-573.330018
MR_47910_2_3_4_6,-478.439772,-478.488942,-478.617396
MR_508987_1_41_3_3_8_19,-953.43183,-953.501531,-953.748833
MR_508987_1_50_4_11_7_18,-757.542602,-757.601303,-757.773969
MR_530876_0_13_1_2_6_3,-1061.920951,-1061.995719,-1062.226644
MR_530876_0_1_1_2_2_6,-963.430338,-963.500592,-963.688834
MR_530876_0_31_3_5_4_9,-853.33385,-853.40648,-853.632563
MR_530876_0_35_3_4_8_44,-967.757396,-967.830544,-968.091461
MR_530876_0_37_3_3_4_5,-814.03854,-814.105731,-814.307221
MR_530876_0_41_3_4_8_42,-967.869071,-967.941941,-968.207232
MR_530876_0_67_7_4_8_62,-985.355079,-985.424869,-985.633428
MR_558865_2_13_1_5_6_8,-910.290203,-910.359135,-910.562008
MR_558865_2_16_2_7_2_12,-679.690559,-679.750233,-679.939255
MR_558865_2_17_2_10_3_1,-699.550081,-699.609782,-699.786408
MR_558865_2_20_2_11_6_6,-817.538311,-817.608538,-817.865519
MR_558865_2_22_2_8_8_7,-686.883454,-686.946831,-687.187747
MR_558865_2_34_3_2_7_15,-813.963457,-814.026416,-814.221502
MR_558865_2_36_3_1_3_4,-719.374666,-719.435163,-719.596633
MR_558865_2_43_4_1_5_4,-665.385816,-665.441645,-665.618112
MR_558865_2_51_4_6_8_46,-840.710024,-840.779603,-841.078363
MR_558865_2_5_1_3_6_6,-872.232106,-872.299352,-872.499837
MR_656107_2_20_5_8,-516.625805,-516.674975,-516.825807
MR_334026_0_14_1_1_7_12,-1020.812853,-1020.880606,-1020.988738
MR_334026_0_15_1_4_8_37,-1063.642585,-1063.713037,-1063.919577
MR_334026_0_18_2_9_4_2,-777.648129,-777.711428,-777.881022
MR_334026_0_23_2_13_2_2,-792.560789,-792.625801,-792.758347
MR_334026_0_28_2_10_7_16,-906.89356,-906.960502,-907.111653
MR_334026_0_35_3_6_8_19,-930.642719,-930.706218,-930.861884
MR_334026_0_49_4_11_6_5,-718.955706,-719.012928,-719.118529
MR_334026_0_51_4_11_8_53,-738.349942,-738.405677,-738.557479
MR_334026_0_59_5_10_8_27,-797.514368,-797.571957,-797.738107
MR_334026_0_64_6_6_7_16,-926.814178,-926.880011,-927.01997
MR_334026_0_67_7_10_8_31,-967.250145,-967.314903,-967.511666
MR_334026_0_70_8_56_8_21,-1009.420343,-1009.488499,-1009.704867
MR_334026_0_7_1_2_8_13,-1004.878745,-1004.945623,-1005.081199
MR_374535_1_10_1_4_3_1,-850.529606,-850.592159,-850.718976
MR_374535_1_14_1_7_7_1,-914.078826,-914.147582,-914.348216
MR_374535_1_49_4_8_6_7,-779.821568,-779.885786,-780.08414
MR_374535_1_51_4_13_8_56,-813.127841,-813.189968,-813.393669
MR_374535_1_58_5_10_7_16,-738.172564,-738.22972,-738.36027
MR_374535_1_5_1_2_6_5,-949.11488,-949.185067,-949.352887
MR_374535_1_63_6_1_6_7,-815.821653,-815.882813,-816.061511
MR_374535_1_66_7_4_7_14,-869.710037,-869.770189,-869.928668
MR_374535_1_69_7_6_8_53,-852.187066,-852.252709,-852.466706
MR_378141_0_11_4_2,-459.7469,-459.799621,-459.958514
MR_378141_0_13_6_4,-494.533856,-494.58526,-494.698724
MR_378141_0_14_7_10,-570.69202,-570.745686,-570.868088
MR_378141_0_16_1_1,-627.784002,-627.842461,-627.946039
MR_378141_0_20_5_8,-515.495017,-515.548985,-515.668591
MR_378141_0_22_7_4,-570.691826,-570.74574,-570.868359
MR_378141_0_31_8_31,-592.514231,-592.570642,-592.783738
MR_469970_2_10_1_3_3_4,-813.601411,-813.663157,-813.807131
MR_469970_2_15_1_1_8_42,-912.176587,-912.240968,-912.434408
MR_469970_2_24_2_9_3_4,-719.61116,-719.675209,-719.847005
MR_469970_2_34_3_6_7_17,-755.380119,-755.438255,-755.575959
MR_469970_2_38_3_1_5_11,-603.314849,-603.364284,-603.428686
MR_469970_2_41_3_3_8_30,-798.276692,-798.338854,-798.577611
MR_469970_2_46_4_5_8_46,-742.825187,-742.884223,-743.104389
MR_469970_2_53_5_11_6_1,-642.856201,-642.906826,-643.004892
MR_469970_2_57_5_1_6_3,-685.407653,-685.466961,-685.639163
MR_487668_0_0_1_6_1_3,-929.257649,-929.323775,-929.511347
MR_487668_0_12_1_3_5_5,-875.000616,-875.066849,-875.256223
MR_487668_0_13_1_5_6_4,-894.453834,-894.521807,-894.753163
MR_487668_0_20_2_4_6_3,-879.027319,-879.107629,-879.414415
MR_487668_0_22_2_8_8_42,-800.442118,-800.505052,-800.775861
MR_487668_0_25_2_3_4_8,-685.903195,-685.96393,-686.198316
MR_487668_0_3_1_5_4_2,-859.648363,-859.717548,-859.993785
MR_487668_0_57_5_11_6_4,-684.183794,-684.246786,-684.390923
MR_487668_0_60_6_6_6_2,-781.128901,-781.194483,-781.417703
MR_487668_0_62_6_1_8_9,-741.689355,-741.749978,-741.94773
MR_487668_0_65_6_7_8_12,-800.371476,-800.436468,-800.702143
MR_487668_0_6_1_1_7_4,-911.89983,-911.966862,-912.139314
MR_541095_1_55_5_3_8_62,-833.090458,-833.152214,-833.344626
MR_609119_2_2_1_1_3_4,-904.82259,-904.889649,-905.022394
MR_609119_2_32_3_1_5_6,-712.889481,-712.944175,-713.019502
MR_609119_2_43_4_12_5_6,-694.217479,-694.274209,-694.385629
MR_609119_2_4_1_3_5_10,-752.236054,-752.291457,-752.397252
MR_609119_2_58_5_4_7_2,-828.480898,-828.536923,-828.655897
MR_609119_2_5_1_1_6_6,-904.979005,-905.043726,-905.181862
MR_609119_2_63_6_8_6_5,-770.473122,-770.535321,-770.653093
MR_609119_2_71_8_27_8_5,-810.365264,-810.427582,-810.654555
MR_609119_2_7_1_5_8_22,-1062.142454,-1062.214566,-1062.466201
MR_614892_1_50_4_13_7_1,-930.358509,-930.423415,-930.634531
MR_614892_1_61_6_7_7_5,-1063.626493,-1063.69642,-1063.900947
MR_614892_1_64_6_3_7_2,-1063.637149,-1063.709657,-1063.911377
MR_614892_1_65_6_2_8_2,-948.067008,-948.128595,-948.300103
MR_194646_0_7_8_42,-534.914858,-534.963473,-535.138839
MR_232719_2_17_2_10_3_6,-683.717017,-683.778734,-683.981043
MR_232719_2_20_2_6_6_8,-643.314102,-643.371803,-643.525354
MR_232719_2_61_6_7_7_6,-799.326037,-799.391785,-799.633668
MR_232719_2_7_1_3_8_46,-895.60694,-895.672846,-895.930785
MR_27199_2_12_1_7_5_5,-836.948176,-837.012402,-837.199614
MR_27199_2_19_2_5_5_6,-703.645866,-703.709352,-703.89367
MR_27199_2_21_2_7_7_3,-700.778424,-700.838772,-701.034809
MR_27199_2_25_2_9_4_5,-608.433992,-608.494851,-608.687236
MR_27199_2_30_3_1_3_3,-624.916625,-624.974986,-625.10315
MR_27199_2_37_3_4_4_10,-667.651284,-667.712128,-667.925391
MR_27199_2_40_3_1_7_19,-680.072008,-680.129262,-680.260765
MR_27199_2_42_4_4_4_4,-474.474565,-474.525478,-474.650157
MR_27199_2_44_4_8_6_3,-667.707115,-667.771744,-667.979284
MR_27199_2_45_4_4_7_12,-644.18599,-644.243393,-644.39996
MR_27199_2_48_4_6_5_4,-648.324078,-648.382221,-648.554158
MR_27199_2_56_5_3_5_7,-590.71072,-590.763884,-590.891642
MR_27199_2_57_5_5_6_1,-684.288994,-684.349241,-684.496082
MR_27199_2_63_6_5_6_7,-742.918455,-742.983853,-743.195274
MR_27199_2_66_7_9_7_10,-763.562246,-763.622949,-763.82314
MR_27199_2_67_7_3_8_63,-779.762686,-779.823683,-780.025305
MR_27199_2_6_1_7_7_7,-853.899236,-853.964144,-854.142624
MR_27199_2_71_8_38_8_59,-801.598928,-801.664675,-801.953958
MR_27199_2_8_1_4_1_7,-930.374586,-930.44522,-930.645319
MR_27199_2_9_1_1_2_11,-817.00901,-817.077992,-817.267709
MR_276700_0_10_3_6,-476.168397,-476.214205,-476.314684
MR_276700_0_15_8_6,-456.354514,-456.398753,-456.516678
MR_276700_0_19_4_4,-401.010636,-401.053104,-401.152925
MR_276700_0_23_8_38,-594.209706,-594.259617,-594.450985
MR_276700_0_24_1_5,-668.256858,-668.311613,-668.475486
MR_276700_0_25_2_10,-495.667385,-495.715668,-495.857996
MR_276700_0_26_3_4,-515.477882,-515.527336,-515.653685
MR_276700_0_28_5_4,-496.233668,-496.278565,-496.370864
MR_353371_0_37_3_2_4_8,-701.928853,-701.996376,-702.209638
MR_353371_0_64_6_8_7_14,-793.092478,-793.163423,-793.34867
MR_353371_0_70_8_23_8_59,-934.355144,-934.427827,-934.764786
MR_401342_2_0_1_4_1_3,-982.023287,-982.093446,-982.31632
MR_401342_2_26_2_12_5_6,-676.653648,-676.710666,-676.864346
MR_401342_2_38_3_3_5_10,-661.778873,-661.837363,-662.02423
MR_401342_2_43_4_5_5_8,-700.950422,-701.016683,-701.221531
MR_401342_2_47_4_9_4_1,-605.947739,-606.007341,-606.231914
MR_401342_2_4_1_3_5_7,-811.031109,-811.090898,-811.262965
MR_401342_2_50_4_3_7_11,-695.885759,-695.945269,-696.122374
MR_401342_2_54_5_9_7_9,-837.541536,-837.608558,-837.854802
MR_401342_2_55_5_9_8_22,-912.973949,-913.043979,-913.310545
MR_401342_2_56_5_2_5_10,-567.125074,-567.176709,-567.322426
MR_401342_2_57_5_6_6_6,-775.186649,-775.250836,-775.444373
MR_401342_2_58_5_1_7_5,-738.026276,-738.087563,-738.285159
MR_401342_2_59_5_7_8_51,-756.370931,-756.431315,-756.667339
MR_401342_2_60_6_3_6_1,-794.665151,-794.730055,-794.967311
MR_401342_2_68_7_14_7_7,-848.491602,-848.555307,-848.769993
MR_401342_2_70_8_50_8_52,-853.264598,-853.332555,-853.6414
MR_487545_0_10_1_2_3_6,-893.397472,-893.472339,-893.683246
MR_487545_0_12_1_6_5_7,-815.925269,-815.988654,-816.176967
MR_487545_0_39_3_1_6_4,-681.488517,-681.551284,-681.715593
MR_487545_0_47_4_10_4_4,-648.889537,-648.955151,-649.19159
MR_487545_0_48_4_1_5_1,-592.574553,-592.635706,-592.858994
MR_487545_0_4_1_2_5_9,-952.63922,-952.713233,-952.942586
MR_487545_0_51_4_11_8_6,-587.488317,-587.548908,-587.74823
MR_487545_0_54_5_9_7_1,-804.231293,-804.301308,-804.55596
MR_487545_0_66_7_19_7_4,-891.416285,-891.491018,-891.718966
MR_612159_1_11_1_5_4_7,-857.298051,-857.36791,-857.597572
MR_612159_1_21_2_10_7_10,-836.155463,-836.222577,-836.444874
MR_612159_1_28_2_7_7_4,-836.168807,-836.236572,-836.457871
MR_612159_1_34_3_5_7_11,-875.472708,-875.543103,-875.790926
MR_612159_1_37_3_3_4_11,-666.473192,-666.534807,-666.725362
MR_612159_1_39_3_4_6_6,-819.13942,-819.208157,-819.4321
MR_612159_1_40_3_6_7_13,-816.706223,-816.772394,-816.952623
MR_612159_1_44_4_10_6_2,-783.232696,-783.303626,-783.550625
MR_612159_1_54_5_8_7_4,-837.71377,-837.780351,-837.970363
MR_612159_1_59_5_7_8_7,-709.522858,-709.584191,-709.803788
MR_612159_1_62_6_4_8_56,-819.134809,-819.19923,-819.430657
MR_612159_1_63_6_7_6_1,-819.219616,-819.286637,-819.51471
MR_612159_1_65_6_1_8_54,-819.143119,-819.207715,-819.438878
MR_612159_1_69_7_4_8_27,-914.730355,-914.800744,-915.081603
MR_612159_1_6_1_5_7_16,-1027.009009,-1027.084854,-1027.346863
MR_612159_1_7_1_4_8_55,-971.794059,-971.867012,-972.13082
MR_612159_1_9_1_4_2_8,-873.367179,-873.435751,-873.655829
MR_66201_0_54_5_7_7_12,-851.160507,-851.222836,-851.431253
MR_66201_0_57_5_5_6_3,-912.834104,-912.911207,-913.169119
MR_266489_0_13_1_1_6_2,-911.038184,-911.105802,-911.272666
MR_266489_0_15_1_2_8_24,-1048.798976,-1048.870462,-1049.110355
MR_266489_0_23_2_13_2_2,-737.918009,-737.981449,-738.175174
MR_266489_0_24_2_4_3_6,-836.332457,-836.402585,-836.635059
MR_266489_0_27_2_1_6_5,-757.879389,-757.939438,-758.127724
MR_266489_0_32_3_5_5_8,-837.972027,-838.040442,-838.24433
MR_266489_0_35_3_2_8_12,-757.72749,-757.787166,-757.97438
MR_266489_0_37_3_5_4_2,-782.222388,-782.289852,-782.531789
MR_266489_0_38_3_6_5_5,-797.558033,-797.618878,-797.778169
MR_266489_0_55_5_4_8_32,-856.362346,-856.425358,-856.658818
MR_266489_0_58_5_9_7_16,-892.099551,-892.163108,-892.353945
MR_266489_0_59_5_4_8_61,-856.834811,-856.896735,-857.075181
MR_266489_0_60_6_6_6_3,-856.385295,-856.453599,-856.679101
MR_266489_0_69_7_8_8_43,-912.607273,-912.672388,-912.928066
MR_266489_0_70_8_15_8_45,-895.543804,-895.6108,-895.869323
MR_29435_0_16_2_11_2_10,-746.999603,-747.072894,-747.413693
MR_29435_0_21_2_11_7_6,-783.873121,-783.949395,-784.264717
MR_29435_0_22_2_13_8_52,-707.601986,-707.672117,-707.981287
MR_29435_0_25_2_13_4_7,-573.66148,-573.726444,-573.960949
MR_29435_0_31_3_2_4_2,-634.071758,-634.13764,-634.417913
MR_29435_0_36_3_2_3_2,-668.796754,-668.859877,-669.09703
MR_29435_0_48_4_1_5_3,-578.781943,-578.843257,-579.10999
MR_29435_0_4_1_6_5_9,-841.515114,-841.587425,-841.841247
MR_29435_0_63_6_8_6_6,-707.028028,-707.094779,-707.329445
MR_29435_0_66_7_2_7_5,-821.28534,-821.354106,-821.606505
MR_365214_0_10_1_5_3_3,-928.724496,-928.794572,-929.032167
MR_365214_0_38_3_4_5_8,-757.59048,-757.654886,-757.83384
MR_365214_0_45_4_8_7_18,-755.91293,-755.977648,-756.175765
MR_365214_0_50_4_5_7_3,-717.814003,-717.87547,-718.071115
MR_365214_0_9_1_4_2_7,-869.467939,-869.539328,-869.753381
MR_435068_1_0_1_6_1_4,-930.334474,-930.404285,-930.605654
MR_435068_1_18_2_1_4_9,-608.493941,-608.553539,-608.748096
MR_435068_1_45_4_4_7_9,-651.385984,-651.447379,-651.654171
MR_435068_1_48_4_4_5_11,-570.743347,-570.79696,-570.937053
MR_435068_1_56_5_1_5_4,-630.119316,-630.173433,-630.33429
MR_453297_1_43_4_7_5_7,-646.001146,-646.0525,-646.203832
MR_613702_0_0_1_5_1_3,-1040.012168,-1040.084627,-1040.302182
MR_613702_0_10_1_6_3_4,-887.27777,-887.345697,-887.526016
MR_613702_0_32_3_4_5_12,-830.894909,-830.956859,-831.116655
MR_613702_0_4_1_6_5_9,-907.263831,-907.331854,-907.500885
MR_613702_0_66_7_6_7_12,-885.424449,-885.486503,-885.691278
MR_73239_1_15_1_4_8_24,-1047.299046,-1047.372425,-1047.658973
MR_73239_1_24_2_8_3_3,-776.187967,-776.253311,-776.46617
MR_73239_1_25_2_11_4_7,-740.250979,-740.316668,-740.55319
MR_73239_1_2_1_2_3_4,-968.621624,-968.696395,-968.91264
MR_73239_1_32_3_5_5_8,-856.405386,-856.473899,-856.712105
MR_73239_1_46_4_3_8_17,-707.033417,-707.097218,-707.341012
MR_8459_0_17_2_7_3_2,-625.683246,-625.747478,-625.949143
MR_8459_0_28_2_3_7_9,-688.074432,-688.14093,-688.39889
MR_8459_0_45_4_7_7_7,-607.234838,-607.295918,-607.467692
MR_8459_0_54_5_8_7_7,-703.469266,-703.53231,-703.718375
MR_8459_0_61_6_3_7_7,-761.12485,-761.194152,-761.424038
MR_8459_0_62_6_4_8_21,-744.070808,-744.135457,-744.37482
MR_8459_0_71_8_7_8_33,-691.586196,-691.654012,-691.985178
MR_170672_1_0_1_3_1_6,-923.161179,-923.231542,-923.38075
MR_170672_1_10_1_3_3_3,-849.02485,-849.094063,-849.2608
MR_170672_1_11_1_7_4_11,-735.745679,-735.810562,-735.972739
MR_170672_1_18_2_10_4_3,-639.334193,-639.39412,-639.543351
MR_170672_1_1_1_5_2_11,-947.037665,-947.116091,-947.374764
MR_170672_1_21_2_5_7_14,-811.437036,-811.508305,-811.730389
MR_170672_1_22_2_9_8_49,-794.349162,-794.418024,-794.648542
MR_170672_1_26_2_4_5_4,-814.323092,-814.393492,-814.608539
MR_170672_1_28_2_9_7_5,-791.98986,-792.055462,-792.240312
MR_170672_1_2_1_7_3_6,-849.028335,-849.094198,-849.265331
MR_170672_1_32_3_6_5_5,-755.539381,-755.597447,-755.753626
MR_170672_1_35_3_2_8_39,-814.208445,-814.275083,-814.494633
MR_170672_1_39_3_2_6_2,-735.694784,-735.760923,-735.92029
MR_170672_1_3_1_6_4_8,-773.847962,-773.91561,-774.079847
MR_170672_1_41_3_2_8_41,-814.255022,-814.317658,-814.543687
MR_170672_1_42_4_4_4_11,-507.731219,-507.784577,-507.909272
MR_170672_1_44_4_2_6_8,-660.41796,-660.474435,-660.638763
MR_170672_1_45_4_10_7_19,-794.182631,-794.246682,-794.463991
MR_170672_1_47_4_11_4_3,-506.57614,-506.629356,-506.732017
MR_170672_1_48_4_3_5_4,-639.887101,-639.944719,-640.042607
MR_170672_1_4_1_5_5_4,-908.30662,-908.376933,-908.561051
MR_170672_1_50_4_11_7_11,-639.360707,-639.418712,-639.570893
MR_170672_1_52_5_10_5_5,-662.124173,-662.178677,-662.315689
MR_170672_1_54_5_10_7_3,-659.234989,-659.287497,-659.434307
MR_170672_1_55_5_3_8_63,-778.770568,-778.835425,-779.025348
MR_170672_1_57_5_10_6_6,-642.218972,-642.273185,-642.42198
MR_170672_1_5_1_1_6_3,-908.322253,-908.391439,-908.578935
MR_170672_1_61_6_3_7_16,-869.475686,-869.545016,-869.76448
MR_170672_1_62_6_4_8_12,-715.727536,-715.784256,-715.96754
MR_170672_1_63_6_6_6_7,-814.295971,-814.367569,-814.580856
MR_170672_1_64_6_1_7_11,-752.783925,-752.84613,-753.006008
MR_170672_1_65_6_4_8_44,-814.223431,-814.290439,-814.510439
MR_170672_1_66_7_19_7_9,-853.150701,-853.221652,-853.432674
MR_170672_1_67_7_7_8_34,-890.408837,-890.476429,-890.707716
MR_170672_1_68_7_4_7_11,-828.935519,-828.994291,-829.171848
MR_170672_1_69_7_12_8_21,-928.631548,-928.701618,-928.93815
MR_170672_1_6_1_5_7_6,-944.683302,-944.756393,-944.974524
MR_170672_1_7_1_2_8_58,-927.65459,-927.723121,-927.953648
MR_170672_1_9_1_6_2_7,-829.215574,-829.279699,-829.467367
MR_184794_1_23_2_11_2_13,-792.680983,-792.756611,-793.007194
MR_184794_1_25_2_5_4_5,-776.662402,-776.737669,-777.000622
MR_184794_1_26_2_1_5_2,-678.681195,-678.745617,-678.918581
MR_184794_1_29_2_3_8_48,-851.913658,-851.987771,-852.26137
MR_184794_1_31_3_4_4_10,-796.455968,-796.532432,-796.778538
MR_184794_1_34_3_1_7_11,-770.885323,-770.952143,-771.123627
MR_184794_1_36_3_6_3_6,-753.736825,-753.804042,-753.9758
MR_184794_1_38_3_4_5_6,-813.068045,-813.138545,-813.328146
MR_184794_1_39_3_6_6_3,-832.424659,-832.499034,-832.724768
MR_184794_1_3_1_2_4_12,-868.517324,-868.590339,-868.796129
MR_184794_1_41_3_3_8_5,-773.183401,-773.253625,-773.466815
MR_184794_1_42_4_10_4_8,-721.306362,-721.379631,-721.625619
MR_184794_1_43_4_7_5_5,-737.874925,-737.945882,-738.130997
MR_184794_1_46_4_11_8_1,-588.526901,-588.589895,-588.794815
MR_184794_1_47_4_1_4_6,-683.170546,-683.244085,-683.484147
MR_184794_1_50_4_2_7_10,-795.323606,-795.394539,-795.627062
MR_184794_1_51_4_6_8_40,-875.147099,-875.224074,-875.535563
MR_184794_1_53_5_7_6_1,-735.645322,-735.712273,-735.869712
MR_184794_1_55_5_5_8_13,-852.335087,-852.406041,-852.627185
MR_184794_1_57_5_7_6_6,-774.937649,-775.003018,-775.194274
MR_184794_1_58_5_7_7_15,-830.061748,-830.129571,-830.317488
MR_184794_1_59_5_4_8_46,-891.678266,-891.750608,-892.000495
MR_184794_1_5_1_3_6_1,-867.33805,-867.411487,-867.593982
MR_184794_1_61_6_6_7_6,-849.568504,-849.641209,-849.869134
MR_184794_1_62_6_2_8_18,-859.155133,-859.232713,-859.556575
MR_184794_1_63_6_6_6_2,-832.578085,-832.655534,-832.881889
MR_184794_1_65_6_1_8_31,-851.953494,-852.025361,-852.302696
MR_184794_1_66_7_3_7_3,-866.563432,-866.636008,-866.859654
MR_184794_1_69_7_19_8_24,-986.097471,-986.174011,-986.450691
MR_184794_1_6_1_5_7_8,-1002.214257,-1002.293629,-1002.553157
MR_184794_1_70_8_10_8_31,-891.127656,-891.201548,-891.50507
MR_184794_1_8_1_6_1_7,-1020.018592,-1020.101933,-1020.316398
MR_22311_1_13_1_7_6_6,-946.500025,-946.570212,-946.764884
MR_22311_1_15_1_3_8_11,-887.252261,-887.312241,-887.502025
MR_22311_1_17_2_9_3_3,-813.106924,-813.172395,-813.371421
MR_22311_1_20_2_6_6_4,-734.608969,-734.666553,-734.815762
MR_22311_1_21_2_6_7_16,-829.030118,-829.091788,-829.268563
MR_22311_1_22_2_12_8_39,-813.10439,-813.166579,-813.36948
MR_22311_1_25_2_9_4_1,-699.824665,-699.883017,-700.079152
MR_22311_1_2_1_1_3_5,-966.32045,-966.389628,-966.57024
MR_22311_1_33_3_2_6_5,-793.759445,-793.820359,-793.983614
MR_22311_1_39_3_5_6_7,-911.591661,-911.659998,-911.901231
MR_22311_1_42_4_7_4_2,-644.449052,-644.506476,-644.683942
MR_22311_1_45_4_12_7_10,-772.629934,-772.687867,-772.842609
MR_22311_1_46_4_6_8_62,-856.334234,-856.403769,-856.628924
MR_22311_1_4_1_4_5_1,-852.953555,-853.018705,-853.193733
MR_22311_1_51_4_3_8_15,-717.352904,-717.408948,-717.550003
MR_22311_1_56_5_10_5_1,-606.776015,-606.827734,-606.950658
MR_22311_1_57_5_1_6_5,-739.580286,-739.639549,-739.809221
MR_22311_1_64_6_4_7_11,-810.856925,-810.915571,-811.077609
MR_22311_1_65_6_4_8_7,-741.754026,-741.813594,-742.013283
MR_22311_1_68_7_3_7_10,-886.999508,-887.060239,-887.23152
MR_24677_0_0_1_7_1_4,-989.647547,-989.719871,-989.941505
MR_24677_0_10_1_6_3_4,-836.889302,-836.954365,-837.140903
MR_24677_0_11_1_4_4_10,-840.290959,-840.360296,-840.595946
MR_24677_0_12_1_7_5_7,-818.666668,-818.729726,-818.900118
MR_24677_0_13_1_1_6_2,-856.852172,-856.918533,-857.09183
MR_24677_0_18_2_6_4_1,-590.312931,-590.369877,-590.555137
MR_24677_0_19_2_8_5_6,-684.268364,-684.328065,-684.479327
MR_24677_0_1_1_4_2_10,-856.345326,-856.412174,-856.640096
MR_24677_0_20_2_9_6_3,-782.279346,-782.348613,-782.592288
MR_24677_0_21_2_12_7_18,-719.448355,-719.507797,-719.672587
MR_24677_0_22_2_8_8_11,-683.732892,-683.791866,-684.000453
MR_24677_0_23_2_1_2_1,-644.500407,-644.557093,-644.737242
MR_24677_0_25_2_2_4_5,-667.717852,-667.780934,-667.993543
MR_24677_0_26_2_10_5_8,-724.64166,-724.703631,-724.904893
MR_24677_0_27_2_12_6_3,-703.640475,-703.703549,-703.892577
MR_24677_0_28_2_12_7_7,-701.188749,-701.245228,-701.394098
MR_24677_0_29_2_9_8_58,-762.326179,-762.393584,-762.652256
MR_24677_0_2_1_7_3_6,-836.903476,-836.966978,-837.154804
MR_24677_0_30_3_5_3_1,-723.428306,-723.490822,-723.664853
MR_24677_0_31_3_3_4_6,-726.860736,-726.925907,-727.153517
MR_24677_0_32_3_2_5_3,-668.156969,-668.215979,-668.377714
MR_24677_0_34_3_1_7_17,-739.337968,-739.395899,-739.550249
MR_24677_0_35_3_5_8_38,-880.697993,-880.768449,-881.057821
MR_24677_0_36_3_2_3_5,-762.764416,-762.82944,-763.032022
MR_24677_0_38_3_3_5_3,-707.46703,-707.530057,-707.717309
MR_24677_0_39_3_2_6_7,-762.825417,-762.88795,-763.095175
MR_24677_0_3_1_7_4_9,-801.023721,-801.088296,-801.300406
MR_24677_0_40_3_5_7_14,-819.151233,-819.215727,-819.44583
MR_24677_0_42_4_11_4_7,-495.648958,-495.697721,-495.843872
MR_24677_0_43_4_12_5_11,-608.058834,-608.110823,-608.258435
MR_24677_0_44_4_10_6_1,-687.639511,-687.69923,-687.903741
MR_24677_0_45_4_6_7_9,-749.945987,-750.010179,-750.265822
MR_24677_0_46_4_2_8_8,-668.846457,-668.906143,-669.147766
MR_24677_0_47_4_4_4_12,-550.995926,-551.048763,-551.20763
MR_24677_0_48_4_2_5_2,-594.131116,-594.187037,-594.370877
MR_24677_0_49_4_1_6_8,-609.0152,-609.071469,-609.221045
MR_24677_0_50_4_6_7_17,-782.051119,-782.116426,-782.347006
MR_24677_0_51_4_12_8_18,-692.181317,-692.2415,-692.526748
MR_24677_0_52_5_4_5_9,-763.387651,-763.447143,-763.6036
MR_24677_0_53_5_8_6_8,-704.062055,-704.122851,-704.259918
MR_24677_0_54_5_6_7_15,-798.607749,-798.670097,-798.83767
MR_24677_0_55_5_9_8_34,-861.315837,-861.384335,-861.633622
MR_24677_0_56_5_6_5_10,-610.693826,-610.745685,-610.868731
MR_24677_0_58_5_5_7_10,-819.64544,-819.708765,-819.886297
MR_24677_0_59_5_5_8_64,-841.851179,-841.917005,-842.126832
MR_24677_0_5_1_1_6_5,-856.862917,-856.927069,-857.103363
MR_24677_0_61_6_6_7_3,-779.911626,-779.973161,-780.178838
MR_24677_0_62_6_8_8_9,-722.287881,-722.3458,-722.50552
MR_24677_0_63_6_1_6_3,-762.903699,-762.96559,-763.175098
MR_24677_0_65_6_3_8_40,-880.750843,-880.819463,-881.112977
MR_24677_0_66_7_12_7_9,-841.043882,-841.109769,-841.342256
MR_24677_0_67_7_12_8_34,-896.552489,-896.618378,-896.886161
MR_24677_0_68_7_5_7_5,-836.679562,-836.740942,-836.916182
MR_24677_0_69_7_5_8_18,-826.380654,-826.445903,-826.732309
MR_24677_0_6_1_1_7_1,-841.735062,-841.79961,-841.99367
MR_24677_0_70_8_6_8_39,-782.171901,-782.234651,-782.486936
MR_24677_0_71_8_2_8_14,-723.380735,-723.438122,-723.621224
MR_24677_0_7_1_2_8_31,-954.834523,-954.905482,-955.178618
MR_24677_0_8_1_1_1_6,-930.908902,-930.973341,-931.130462
MR_253287_0_10_1_5_3_5,-1026.205264,-1026.284765,-1026.544561
MR_253287_0_11_1_5_4_11,-834.314225,-834.380186,-834.582577
MR_253287_0_13_1_1_6_3,-967.585524,-967.656518,-967.856608
MR_253287_0_14_1_4_7_9,-970.658133,-970.728555,-970.963526
MR_253287_0_16_2_11_2_2,-833.777499,-833.85007,-834.101714
